Gene,# Hairpins,NES,Gene rank,p-value,p-value rank
ATF7IP,6,0.08741,626,0.0283,686
EN1,6,0.08743,627,0.0283,684
ZCCHC6,6,0.08753,628,0.0284,688
SIAE,6,0.08789,629,0.0286,692
ITGB3,6,0.0879,630,0.0286,693
PRRC2A,6,0.08799,631,0.0286,691
hsa-mir-623,4,0.08801,632,0.0199,494
TBC1D3H,6,0.08806,633,0.0287,695
HLCS,6,0.0881,634,0.0287,694
NonTargetingControlGuideForHuman_0016,2,0.08816,635,0.0064,198
FRMD5,6,0.08829,636,0.029,696
C17orf96,6,0.08838,637,0.0291,697
CLEC3B,6,0.08839,638,0.0291,698
TRMT6,6,0.08857,639,0.0293,703
THEMIS,6,0.0886,640,0.0293,702
PTCD3,6,0.08864,641,0.0293,701
GSTCD,6,0.08866,642,0.0293,700
NonTargetingControlGuideForHuman_0516,2,0.08872,643,0.0064,197
COX17,6,0.08873,644,0.0293,706
GCM2,6,0.08885,645,0.0294,709
EXOSC4,6,0.08895,646,0.0294,711
NUDT7,6,0.08897,647,0.0294,710
STH,6,0.08898,648,0.0294,708
hsa-mir-7156,4,0.08899,649,0.0205,506
XAGE2,6,0.08902,650,0.0294,707
SLTM,3,0.08925,651,0.0147,359
SCAF4,6,0.08945,652,0.0296,712
OR6X1,6,0.08948,653,0.0297,715
RPAP1,6,0.08953,654,0.0297,717
hsa-mir-548ax,4,0.08959,655,0.0206,513
LTBP2,6,0.08961,656,0.0297,714
hsa-mir-3660,3,0.08962,657,0.0147,358
LGALS13,6,0.08969,658,0.0297,716
hsa-mir-595,4,0.08979,659,0.0207,518
DDX50,6,0.08984,660,0.0298,720
hsa-mir-450a-2,4,0.08987,661,0.0208,521
DEPDC4,6,0.08989,662,0.0298,719
KRTAP23-1,6,0.0899,663,0.0298,718
MUC20,6,0.09027,664,0.0302,725
CHM,6,0.09027,665,0.0302,723
PCM1,6,0.09043,666,0.0302,728
CHRND,6,0.09045,667,0.0302,724
CAPN11,6,0.09048,668,0.0302,727
DUSP27,6,0.09049,669,0.0302,726
hsa-mir-194-1,4,0.09054,670,0.0213,528
hsa-let-7a-2,4,0.09055,671,0.0213,529
C8orf37,6,0.09058,672,0.0303,731
CTNNAL1,6,0.09058,673,0.0303,732
ARID5A,6,0.09067,674,0.0303,730
DPYSL5,6,0.09087,675,0.0303,733
VWA2,6,0.09091,676,0.0303,734
DUSP3,6,0.09095,677,0.0303,729
ZFP30,6,0.09125,678,0.0308,737
ZNF280A,6,0.09127,679,0.0308,738
CUL3,6,0.0913,680,0.0308,736
GPR75,6,0.09137,681,0.0309,739
LOC729059,6,0.09144,682,0.031,740
VSTM1,6,0.09168,683,0.031,741
C9orf57,6,0.09169,684,0.031,742
hsa-mir-6891,4,0.09174,685,0.0217,536
COG5,6,0.09184,686,0.0311,743
ATL1,6,0.09185,687,0.0311,744
ARL2BP,6,0.09196,688,0.0313,746
UPK1B,6,0.09197,689,0.0313,747
IKZF1,6,0.09209,690,0.0313,745
CUL1,6,0.09218,691,0.0314,750
APOL1,6,0.09219,692,0.0314,748
SEMA6B,6,0.09221,693,0.0315,753
ICOSLG,6,0.09223,694,0.0315,752
C5orf30,6,0.09224,695,0.0315,754
GPX5,6,0.09232,696,0.0316,756
hsa-mir-622,4,0.09233,697,0.0218,542
CCT2,6,0.09234,698,0.0316,755
TMEM216,6,0.09245,699,0.0317,758
MSTO1,6,0.09257,700,0.0317,757
TBC1D22A,6,0.0926,701,0.0317,759
DBR1,6,0.09275,702,0.0318,767
AIDA,6,0.0928,703,0.0318,763
SAT1,6,0.09281,704,0.0318,764
CMC1,6,0.09282,705,0.0318,762
SYT1,6,0.09285,706,0.0318,761
IFT81,6,0.09291,707,0.0318,766
KLK3,6,0.09291,708,0.0318,765
MBD3,6,0.09296,709,0.0318,760
HSPA1B,6,0.093,710,0.0319,768
GNPDA2,6,0.09301,711,0.0319,771
SRSF3,6,0.09324,712,0.0319,769
TEK,6,0.09335,713,0.0319,770
MAFF,6,0.09336,714,0.032,772
CCDC83,6,0.0934,715,0.0321,773
NUBP1,6,0.09341,716,0.0321,774
hsa-mir-6860,4,0.09346,717,0.0222,559
E2F6,6,0.0938,718,0.0322,775
LYRM4,6,0.09395,719,0.0322,776
RPL12,6,0.09399,720,0.0323,777
TSHR,6,0.09399,721,0.0323,778
TSC22D1,6,0.09405,722,0.0324,780
PTPRS,6,0.09413,723,0.0324,779
ARL6IP1,6,0.09418,724,0.0325,784
hsa-mir-6796,4,0.09423,725,0.0225,574
RNF217,6,0.0944,726,0.0325,781
BRD3,6,0.09442,727,0.0325,782
OR51F1,6,0.09462,728,0.0327,787
UBE2S,6,0.09464,729,0.0327,790
C4B_2,6,0.09472,730,0.0327,789
DCDC1,6,0.09472,731,0.0327,788
ATF7IP2,6,0.09475,732,0.0327,786
ATP1B2,6,0.0949,733,0.0328,793
CAPRIN2,6,0.095,734,0.0328,796
BLK,6,0.09505,735,0.0328,791
LYPD6,6,0.09517,736,0.0328,792
ZKSCAN7,6,0.09517,737,0.0328,794
MKI67,6,0.09545,738,0.0328,795
AP1S3,6,0.09558,739,0.0331,798
FAM8A1,6,0.09563,740,0.0331,800
GRIK5,6,0.09578,741,0.0331,799
TMEM194B,6,0.09589,742,0.0332,801
hsa-mir-6812,4,0.09618,743,0.0229,579
GXYLT1,6,0.09618,744,0.0333,803
FAM162A,6,0.0962,745,0.0333,802
TMEM200A,6,0.09631,746,0.0334,804
hsa-mir-1273d,4,0.09634,747,0.0229,581
P2RY10,6,0.0964,748,0.0334,807
GMEB1,6,0.09646,749,0.0334,805
GINS4,6,0.09662,750,0.0335,808
SLAMF6,6,0.09672,751,0.0335,809
PIP5K1B,6,0.09691,752,0.0336,810
CRISP3,6,0.09693,753,0.0336,811
TGFBR3L,6,0.09718,754,0.0337,815
MRTO4,6,0.0972,755,0.0337,812
BPIFB6,6,0.09722,756,0.0337,813
SPRED1,6,0.09727,757,0.0339,817
FAM134C,6,0.09728,758,0.0339,816
TAS2R39,6,0.09732,759,0.034,820
RAB2A,6,0.09747,760,0.034,818
ZNF521,6,0.09748,761,0.034,821
SLC6A19,6,0.09749,762,0.034,819
ANGPTL2,6,0.09778,763,0.0343,822
NonTargetingControlGuideForHuman_0830,2,0.098,764,0.0075,219
FOXD4L3,6,0.09802,765,0.0345,824
CNDP1,6,0.09805,766,0.0346,825
CCDC62,6,0.09819,767,0.0346,827
FOXI2,6,0.09824,768,0.0346,826
DSCC1,6,0.09846,769,0.0347,828
ARID4B,6,0.09852,770,0.0349,832
C2orf61,6,0.09855,771,0.0349,833
hsa-mir-519c,4,0.09864,772,0.0237,591
SLC25A42,6,0.09866,773,0.0349,830
NR1I2,6,0.09866,774,0.0349,831
SLC35F2,6,0.09869,775,0.035,834
RAB21,6,0.09875,776,0.035,835
DPY19L4,6,0.09877,777,0.035,837
CDK18,6,0.09884,778,0.035,836
TMEM108,6,0.09886,779,0.0351,838
PRSS56,6,0.09891,780,0.0352,840
ZNF32,6,0.09892,781,0.0352,841
hsa-mir-4464,4,0.09898,782,0.0237,589
TOPBP1,6,0.09903,783,0.0352,839
PKN3,6,0.09906,784,0.0353,842
DSCR4,6,0.09926,785,0.0354,848
KANK2,6,0.09927,786,0.0354,845
OR7G2,6,0.0993,787,0.0354,847
SCO2,6,0.09939,788,0.0354,846
CCRN4L,6,0.09948,789,0.0356,849
SLC1A7,6,0.09979,790,0.0357,852
RNASE1,6,0.09979,791,0.0357,851
hsa-mir-885,4,0.0999,792,0.0241,596
PLAA,6,0.09992,793,0.0359,853
TSPAN15,6,0.1001,794,0.0359,856
VPS36,6,0.1003,795,0.036,857
CDR2,6,0.1004,796,0.0363,860
MRC2,6,0.1005,797,0.0363,859
hsa-mir-485,4,0.1005,798,0.0242,598
ANKRD50,6,0.1006,799,0.0364,861
hsa-mir-1909,4,0.1008,800,0.0242,597
TLR5,6,0.1008,801,0.0369,864
USP1,6,0.1009,802,0.037,868
DUSP15,6,0.101,803,0.037,866
LMOD2,6,0.101,804,0.037,865
SIRT3,6,0.1013,805,0.0372,869
hsa-mir-1538,4,0.1013,806,0.0245,607
BORA,6,0.1014,807,0.0372,870
KIAA0100,6,0.1014,808,0.0372,871
PROZ,6,0.1014,809,0.0373,873
ZP2,6,0.1015,810,0.0373,876
KIF20B,6,0.1015,811,0.0373,875
GPATCH3,6,0.1016,812,0.0373,877
EMCN,6,0.1016,813,0.0373,872
ARHGAP21,6,0.1017,814,0.0375,879
OR5B12,6,0.1018,815,0.0375,880
SLC30A2,6,0.1019,816,0.0375,878
hsa-mir-3673,4,0.102,817,0.0248,615
TSR1,6,0.102,818,0.0376,883
hsa-mir-8060,4,0.1021,819,0.0248,616
ADAM32,6,0.1021,820,0.0376,881
TXNIP,6,0.1021,821,0.0376,882
ACBD3,6,0.1022,822,0.0377,887
C11orf80,6,0.1022,823,0.0377,884
CASP12,6,0.1023,824,0.0377,886
TMEM209,6,0.1023,825,0.0377,885
PTPN9,6,0.1024,826,0.0378,888
DENND4A,6,0.1024,827,0.0379,889
SRP9,6,0.1025,828,0.038,893
DMXL1,6,0.1025,829,0.038,890
hsa-mir-6847,4,0.1026,830,0.025,618
RHBDL3,6,0.1026,831,0.038,891
MAP2K2,6,0.1029,832,0.0384,897
POLR2C,6,0.1029,833,0.0384,896
FAM168A,6,0.103,834,0.0386,899
PGS1,6,0.1031,835,0.0387,901
OR2M4,6,0.1031,836,0.0387,900
MEF2C,6,0.1032,837,0.0389,908
ADM5,6,0.1032,838,0.0389,902
CDKN2D,6,0.1033,839,0.0389,906
GAS8,6,0.1033,840,0.0389,905
DPCD,6,0.1035,841,0.0389,903
C18orf63,6,0.1035,842,0.0389,904
TBC1D3F,6,0.1035,843,0.0389,907
hsa-mir-495,4,0.1035,844,0.0256,629
ALPK2,6,0.1037,845,0.0391,911
ZMYM6,6,0.1038,846,0.0391,909
PTPN2,6,0.1038,847,0.0391,910
STEAP1B,6,0.1038,848,0.0391,913
BTBD7,6,0.1039,849,0.0391,912
OAZ3,6,0.1039,850,0.0391,914
KAT7,6,0.104,851,0.0393,917
LRFN1,6,0.104,852,0.0393,920
PPIE,6,0.1041,853,0.0393,916
NEURL1B,6,0.1041,854,0.0393,918
NT5E,6,0.1042,855,0.0393,919
HMGN3,6,0.1042,856,0.0394,922
MET,6,0.1043,857,0.0394,921
ABHD16A,6,0.1043,858,0.0394,923
SMOC1,6,0.1043,859,0.0395,926
HLA-DQB1,6,0.1045,860,0.0396,930
TMEM54,6,0.1045,861,0.0396,934
SRSF1,6,0.1045,862,0.0396,929
NOS3,6,0.1046,863,0.0396,931
ALS2CR8,6,0.1046,864,0.0396,936
IDUA,6,0.1046,865,0.0396,933
LMBRD2,6,0.1048,866,0.0396,928
PWP1,6,0.1048,867,0.0396,932
PRKACA,6,0.1048,868,0.0396,935
IRAK3,6,0.1048,869,0.0396,941
DESI1,6,0.1048,870,0.0396,938
RFPL4A,6,0.1048,871,0.0396,937
EIF3L,6,0.1049,872,0.0396,927
ACTRT1,6,0.105,873,0.0396,939
ALDH1A2,6,0.105,874,0.0396,940
MORF4L1,6,0.1052,875,0.0398,942
FAM104A,6,0.1052,876,0.0398,943
PPP2R4,6,0.1054,877,0.0399,945
COX6A2,6,0.1054,878,0.04,948
AK6,6,0.1054,879,0.04,949
GLYAT,6,0.1055,880,0.0401,950
CCT4,6,0.1056,881,0.0402,953
ECI2,6,0.1057,882,0.0402,952
CHAC1,6,0.1057,883,0.0402,951
CES2,6,0.1058,884,0.0403,954
B3GNT4,6,0.1059,885,0.0403,955
ATP5G1,6,0.106,886,0.0404,958
ZFAND6,6,0.106,887,0.0404,960
hsa-mir-5697,4,0.106,888,0.0268,654
hsa-mir-29c,4,0.1061,889,0.0268,655
ZBTB42,6,0.1062,890,0.0404,961
hsa-mir-659,4,0.1062,891,0.0268,656
APOL2,6,0.1062,892,0.0404,956
GCGR,6,0.1062,893,0.0404,959
SEC23A,6,0.1062,894,0.0405,962
C20orf197,6,0.1064,895,0.0406,963
RNF139,6,0.1065,896,0.0407,965
hsa-mir-4282,4,0.1065,897,0.027,659
hsa-mir-4777,4,0.1065,898,0.027,658
SLC30A3,6,0.1065,899,0.0407,966
ZNF334,6,0.1066,900,0.0408,967
PLTP,6,0.1066,901,0.0409,968
NRK,6,0.1067,902,0.0409,970
MRPL17,6,0.1067,903,0.0409,971
CACNA1S,6,0.1067,904,0.0409,975
COPS4,6,0.1068,905,0.0409,972
TMEM174,6,0.1068,906,0.0409,974
TPRKB,6,0.1068,907,0.0409,976
ARF5,6,0.1069,908,0.0409,973
KANK1,6,0.1069,909,0.0409,969
CCDC173,6,0.107,910,0.041,980
LOC100130451,6,0.1071,911,0.041,977
MTHFD2L,6,0.1071,912,0.041,978
EFR3A,6,0.1072,913,0.041,979
DHX15,6,0.1073,914,0.0413,982
hsa-mir-4756,4,0.1073,915,0.0273,666
ZNF564,6,0.1074,916,0.0413,983
GNLY,6,0.1074,917,0.0414,986
NOX4,6,0.1075,918,0.0414,984
CCDC58,6,0.1075,919,0.0414,985
HSPG2,6,0.1077,920,0.0415,987
SUCO,6,0.1078,921,0.0416,988
FAM205A,6,0.1079,922,0.0418,989
MCM7,6,0.108,923,0.0419,990
CPB2,6,0.108,924,0.0419,992
ERMN,6,0.1081,925,0.0419,991
SLC18A1,6,0.1081,926,0.0419,995
MUL1,6,0.1082,927,0.0422,997
NonTargetingControlGuideForHuman_0939,2,0.1082,928,0.01,266
GRB2,6,0.1082,929,0.0422,996
CYP4F3,6,0.1082,930,0.0422,999
CATSPERD,6,0.1083,931,0.0422,998
hsa-mir-19a,3,0.1083,932,0.0233,586
OSBP2,6,0.1084,933,0.0423,1001
DPPA2,6,0.1085,934,0.0423,1000
HSH2D,6,0.1087,935,0.0426,1005
GPR180,6,0.1087,936,0.0426,1003
URB1,6,0.1088,937,0.0426,1004
PMVK,6,0.1088,938,0.0426,1002
EIF1AX,6,0.109,939,0.0427,1007
WARS,6,0.1091,940,0.0427,1006
MRGPRG,6,0.1091,941,0.0428,1009
hsa-mir-1237,4,0.1091,942,0.0284,687
XRCC4,6,0.1092,943,0.0428,1012
hsa-mir-4802,4,0.1092,944,0.0285,689
TMEM233,6,0.1092,945,0.0428,1010
CA4,6,0.1093,946,0.0428,1008
ODF2L,5,0.1093,947,0.0361,858
BLID,6,0.1093,948,0.0429,1014
TBP,6,0.1094,949,0.0429,1015
ETV5,6,0.1096,950,0.043,1016
EIF1AD,6,0.1096,951,0.0431,1019
GPS1,6,0.1096,952,0.0431,1022
CCNL1,6,0.1096,953,0.0431,1018
PORCN,6,0.1097,954,0.0431,1021
AMBN,6,0.1097,955,0.0431,1017
OAS2,6,0.1098,956,0.0431,1020
NPPA,6,0.1098,957,0.0432,1023
TNFSF9,6,0.1098,958,0.0432,1025
AVL9,6,0.1098,959,0.0432,1024
EIF5A2,6,0.11,960,0.0434,1030
RAP1B,6,0.11,961,0.0434,1028
ACAN,6,0.11,962,0.0434,1026
YPEL5,6,0.1101,963,0.0434,1027
TAT,6,0.1101,964,0.0434,1029
FAM89B,6,0.1101,965,0.0434,1031
KRTAP4-8,6,0.1102,966,0.0435,1032
ANKRD42,6,0.1102,967,0.0435,1033
LOC401052,6,0.1104,968,0.0436,1034
ELK3,6,0.1105,969,0.0438,1035
SLC24A6,6,0.1106,970,0.0438,1039
TSPAN16,6,0.1106,971,0.0438,1048
EEF1B2,6,0.1106,972,0.0438,1041
OXCT2,6,0.1107,973,0.0438,1044
AP1M2,6,0.1107,974,0.0438,1036
PTPRM,6,0.1107,975,0.0438,1043
hsa-mir-222,4,0.1108,976,0.0292,699
C4orf6,6,0.1108,977,0.0438,1047
POLR1E,6,0.1109,978,0.0438,1042
SFI1,6,0.111,979,0.0438,1045
VTCN1,6,0.111,980,0.0438,1038
ZFAND2A,6,0.1112,981,0.0438,1037
COQ5,6,0.1112,982,0.0439,1052
NOP14,6,0.1112,983,0.0439,1053
FAM178A,6,0.1112,984,0.0439,1050
DLGAP4,6,0.1112,985,0.044,1055
CSNK1G3,6,0.1113,986,0.044,1056
PPP2CA,6,0.1114,987,0.044,1054
NUP35,6,0.1115,988,0.044,1057
MEF2BNB,6,0.1117,989,0.0441,1060
RRM2,6,0.1117,990,0.0441,1058
DZIP1L,6,0.1118,991,0.0441,1061
DEDD2,6,0.1119,992,0.0441,1059
CHD1L,6,0.1119,993,0.0441,1062
CEBPA,6,0.1121,994,0.0442,1064
MAGEA9B,6,0.1122,995,0.0443,1068
SEH1L,6,0.1123,996,0.0443,1066
ACOX2,6,0.1123,997,0.0443,1067
NDUFAF6,6,0.1124,998,0.0444,1070
SLC28A3,6,0.1126,999,0.0444,1073
SLC27A3,6,0.1126,1000,0.0444,1069
PARP11,6,0.1126,1001,0.0444,1071
KLK7,6,0.1127,1002,0.0444,1072
SRSF11,6,0.1127,1003,0.0446,1074
HSCB,6,0.1128,1004,0.0447,1076
ATL3,6,0.1129,1005,0.0448,1078
RPL8,6,0.1129,1006,0.0448,1080
SLC6A6,6,0.113,1007,0.0448,1079
RPUSD2,6,0.113,1008,0.0448,1077
hsa-mir-5701-2,4,0.1131,1009,0.03,722
hsa-mir-5701-1,4,0.1131,1010,0.03,721
CD207,6,0.1131,1011,0.0449,1081
SNX5,6,0.1132,1012,0.045,1083
PLEKHA5,6,0.1132,1013,0.045,1082
TMED7-TICAM2,6,0.1133,1014,0.0451,1087
TUBA4A,6,0.1134,1015,0.0451,1086
FAM3B,6,0.1135,1016,0.0451,1084
C4orf36,6,0.1135,1017,0.0451,1085
DLAT,6,0.1136,1018,0.0453,1089
COPS8,6,0.1136,1019,0.0453,1090
TARP,6,0.1137,1020,0.0454,1092
SMARCC2,6,0.1137,1021,0.0454,1093
LLPH,6,0.1137,1022,0.0454,1094
CALN1,6,0.1137,1023,0.0454,1095
TSG101,6,0.114,1024,0.0458,1097
PTX4,6,0.1141,1025,0.046,1099
TNFRSF21,6,0.1143,1026,0.0461,1103
LONRF2,6,0.1143,1027,0.0461,1102
PRPF40B,6,0.1143,1028,0.0461,1101
FANK1,6,0.1144,1029,0.0461,1100
CCDC181,6,0.1144,1030,0.0461,1104
hsa-mir-6866,4,0.1145,1031,0.0308,735
FBXW10,6,0.1146,1032,0.0462,1107
AP2S1,6,0.1146,1033,0.0462,1105
WDR54,6,0.1146,1034,0.0462,1106
DSC1,6,0.1148,1035,0.0463,1111
GML,6,0.1148,1036,0.0463,1109
MORN5,6,0.1149,1037,0.0463,1112
GCN1L1,6,0.1149,1038,0.0463,1108
UBXN7,6,0.1149,1039,0.0463,1110
ZNF778,6,0.1149,1040,0.0463,1116
RAB22A,6,0.1151,1041,0.0464,1117
IPO8,6,0.1151,1042,0.0465,1120
SUPT3H,6,0.1153,1043,0.0465,1119
HNRNPM,6,0.1155,1044,0.0467,1124
GMEB2,6,0.1155,1045,0.0467,1121
TSPYL5,6,0.1155,1046,0.0467,1125
OTUD5,6,0.1155,1047,0.0467,1122
MFAP1,6,0.1155,1048,0.0467,1123
RRAGB,6,0.1156,1049,0.0468,1128
hsa-mir-3132,4,0.1157,1050,0.0314,749
OR1N1,6,0.1157,1051,0.0468,1127
GH2,6,0.1157,1052,0.0468,1126
hsa-mir-4665,4,0.1157,1053,0.0315,751
FGD3,6,0.1157,1054,0.0469,1132
HJURP,6,0.1158,1055,0.0469,1130
TSPYL1,6,0.1158,1056,0.0469,1134
SERPINB13,6,0.1159,1057,0.0469,1133
RPL32,6,0.1161,1058,0.0469,1129
MYH15,6,0.1162,1059,0.0469,1131
MC3R,6,0.1162,1060,0.047,1136
PLSCR4,6,0.1163,1061,0.047,1137
IL36G,6,0.1164,1062,0.047,1135
MRE11A,6,0.1166,1063,0.0472,1138
TBCB,6,0.1166,1064,0.0474,1140
B3GNT9,6,0.1167,1065,0.0474,1139
MEX3D,6,0.1168,1066,0.0474,1141
RBFOX1,6,0.1168,1067,0.0474,1142
CPSF3L,6,0.1169,1068,0.0475,1144
C1R,6,0.117,1069,0.0475,1143
NonTargetingControlGuideForHuman_0861,2,0.117,1070,0.0122,305
CCDC158,6,0.1171,1071,0.0477,1146
OGDHL,6,0.1172,1072,0.0478,1147
CCDC9,6,0.1173,1073,0.0479,1148
KRT15,6,0.1174,1074,0.048,1151
SCGB1C1,6,0.1176,1075,0.0481,1152
ATCAY,6,0.1177,1076,0.0482,1154
SOAT1,6,0.1178,1077,0.0483,1155
SPINK9,6,0.1178,1078,0.0483,1156
MAB21L1,6,0.118,1079,0.0488,1158
hsa-mir-4456,4,0.118,1080,0.0327,785
CCDC6,6,0.1181,1081,0.0488,1159
CRHR2,6,0.1182,1082,0.0491,1160
CDK4,6,0.1183,1083,0.0491,1163
HVCN1,6,0.1183,1084,0.0491,1162
CCNB1IP1,6,0.1185,1085,0.0491,1161
NonTargetingControlGuideForHuman_0908,2,0.1185,1086,0.0126,314
OR13C9,6,0.1185,1087,0.0492,1166
CENPE,6,0.1187,1088,0.0492,1164
MYNN,6,0.1187,1089,0.0492,1165
RND1,6,0.1188,1090,0.0493,1171
DYRK1A,6,0.1188,1091,0.0493,1170
DNAJC6,6,0.1189,1092,0.0493,1169
ATP6V1G1,6,0.119,1093,0.0493,1167
LDHC,6,0.119,1094,0.0493,1168
TTYH2,6,0.1191,1095,0.0495,1173
KRAS,6,0.1191,1096,0.0495,1177
TRIM14,6,0.1191,1097,0.0495,1178
CD99L2,6,0.1191,1098,0.0495,1176
ANO1,6,0.1192,1099,0.0495,1174
FRG1,6,0.1192,1100,0.0495,1172
TMED8,6,0.1193,1101,0.0495,1175
MUC1,6,0.1193,1102,0.0497,1181
TLR1,6,0.1194,1103,0.0497,1182
ZNF282,6,0.1194,1104,0.0498,1184
ASPH,6,0.1196,1105,0.0501,1187
NonTargetingControlGuideForHuman_0560,2,0.1196,1106,0.0126,315
GZMB,6,0.1197,1107,0.0501,1186
MAGEB6,6,0.1197,1108,0.0503,1188
CCZ1,6,0.1198,1109,0.0504,1200
SNUPN,6,0.12,1110,0.0504,1196
PLCD4,6,0.12,1111,0.0504,1198
IL3,6,0.1201,1112,0.0504,1192
FAM26E,6,0.1201,1113,0.0504,1191
FAM19A2,6,0.1202,1114,0.0504,1189
NCAM2,6,0.1202,1115,0.0504,1193
NPRL2,6,0.1202,1116,0.0504,1195
DMRT3,6,0.1202,1117,0.0504,1201
MRPL4,6,0.1205,1118,0.0504,1190
RBMX2,6,0.1205,1119,0.0504,1194
RLN1,6,0.1205,1120,0.0504,1199
NUP188,6,0.1206,1121,0.0504,1197
NonTargetingControlGuideForHuman_0740,2,0.1207,1122,0.0131,324
AARS,6,0.1207,1123,0.0505,1202
INTS9,6,0.1208,1124,0.0505,1203
KNCN,6,0.1208,1125,0.0506,1205
CHMP5,6,0.1208,1126,0.0506,1204
TSC1,6,0.1209,1127,0.0506,1206
TLR10,6,0.1209,1128,0.0506,1207
ACADVL,6,0.1209,1129,0.0507,1210
TAC4,6,0.121,1130,0.0507,1209
DNAJC7,6,0.121,1131,0.0507,1208
ANKRD13C,6,0.1211,1132,0.0508,1213
PDCD11,6,0.1211,1133,0.0508,1214
CD72,6,0.1211,1134,0.0508,1215
DYTN,6,0.1211,1135,0.0509,1216
hsa-mir-6893,4,0.1212,1136,0.0349,829
SREK1,6,0.1212,1137,0.0509,1217
MAP4K5,6,0.1213,1138,0.051,1219
SLC7A6,6,0.1214,1139,0.051,1218
ABCD4,6,0.1216,1140,0.051,1220
LPPR1,6,0.1218,1141,0.0512,1223
WAS,6,0.1218,1142,0.0512,1224
CPO,6,0.1219,1143,0.0512,1222
GNA15,6,0.1219,1144,0.0514,1229
ALG13,6,0.122,1145,0.0514,1226
CADM1,6,0.122,1146,0.0514,1227
hsa-mir-5096,4,0.1221,1147,0.0356,850
GRAMD1B,6,0.1221,1148,0.0514,1228
PSMB4,6,0.1222,1149,0.0515,1230
ART3,6,0.1223,1150,0.0516,1231
C2orf53,6,0.1223,1151,0.0516,1232
CCDC69,6,0.1223,1152,0.0517,1234
SNX13,6,0.1223,1153,0.0517,1238
PRMT6,6,0.1224,1154,0.0517,1236
GCNT2,6,0.1224,1155,0.0517,1233
ZNF595,6,0.1224,1156,0.0517,1239
HSF2BP,6,0.1225,1157,0.0517,1237
SNRPA1,6,0.1226,1158,0.0517,1235
ZSCAN25,6,0.1228,1159,0.0518,1243
WBP1L,6,0.1228,1160,0.0518,1240
MYH9,6,0.1228,1161,0.0518,1245
TAF7,6,0.1228,1162,0.0518,1241
PNN,6,0.1228,1163,0.0518,1242
PPAPDC3,6,0.123,1164,0.0519,1246
hsa-mir-3153,4,0.1231,1165,0.0359,855
ZNF700,6,0.1232,1166,0.0522,1248
KRT71,6,0.1233,1167,0.0522,1249
OR9A2,6,0.1233,1168,0.0523,1250
TICAM2,6,0.1233,1169,0.0524,1251
hsa-mir-4446,4,0.1234,1170,0.0359,854
ZNF440,6,0.1235,1171,0.0525,1253
MGAT4B,6,0.1235,1172,0.0525,1254
MRPL3,6,0.1235,1173,0.0526,1255
RCC2,6,0.1236,1174,0.0526,1257
PHTF2,6,0.1237,1175,0.0526,1258
TNF,6,0.1237,1176,0.0526,1256
USP5,6,0.1237,1177,0.0526,1260
KHK,6,0.1238,1178,0.0527,1261
POLG2,6,0.1238,1179,0.0528,1262
SERP2,6,0.1239,1180,0.0529,1264
ZNF107,6,0.1239,1181,0.0529,1265
FAM107A,6,0.124,1182,0.0531,1269
CNTFR,6,0.124,1183,0.0531,1270
ARMC3,6,0.1242,1184,0.0532,1272
SP8,6,0.1242,1185,0.0532,1271
MAN2B2,6,0.1243,1186,0.0533,1274
RAP2C,6,0.1244,1187,0.0534,1275
OR8J1,6,0.1244,1188,0.0534,1276
CSE1L,6,0.1244,1189,0.0534,1277
CCNY,6,0.1245,1190,0.0534,1278
THOC3,6,0.1245,1191,0.0535,1281
SLC6A17,6,0.1246,1192,0.0535,1280
hsa-mir-4732,4,0.1246,1193,0.0367,862
PCSK6,6,0.125,1194,0.0535,1279
CUL4A,6,0.125,1195,0.0535,1283
hsa-mir-448,4,0.1251,1196,0.0369,863
C10orf131,5,0.1251,1197,0.0454,1091
MUTYH,6,0.1251,1198,0.0536,1284
hsa-mir-657,4,0.1253,1199,0.037,867
IL12RB1,6,0.1254,1200,0.0537,1286
UBLCP1,6,0.1254,1201,0.0537,1285
KIF9,6,0.1257,1202,0.0539,1288
SYT5,6,0.1257,1203,0.0539,1287
ATP6V1F,6,0.1258,1204,0.0541,1289
NonTargetingControlGuideForHuman_0452,2,0.1258,1205,0.0144,348
hsa-mir-3163,4,0.1259,1206,0.0373,874
KRTAP5-7,6,0.1259,1207,0.0542,1290
SPACA3,6,0.1262,1208,0.0543,1293
CUTA,6,0.1262,1209,0.0543,1294
DIO1,6,0.1263,1210,0.0543,1292
CLPB,6,0.1263,1211,0.0545,1295
SAA4,6,0.1263,1212,0.0545,1296
IQCH,6,0.1264,1213,0.0545,1297
KPNB1,6,0.1264,1214,0.0546,1298
hsa-mir-4721,4,0.1266,1215,0.0383,894
PLK2,6,0.1267,1216,0.0547,1299
SOCS3,6,0.1267,1217,0.0547,1300
WARS2,6,0.1269,1218,0.0549,1303
ST3GAL5,6,0.127,1219,0.0549,1301
NOMO3,6,0.127,1220,0.0549,1302
GTF3A,6,0.127,1221,0.055,1304
hsa-mir-3941,4,0.1271,1222,0.0383,895
GPAT2,6,0.1272,1223,0.0551,1306
TSPAN11,6,0.1272,1224,0.0551,1305
CC2D2B,6,0.1273,1225,0.0551,1307
AQP11,6,0.1273,1226,0.0551,1308
RALGPS2,6,0.1274,1227,0.0552,1311
BCAS1,6,0.1274,1228,0.0552,1309
NUF2,6,0.1275,1229,0.0552,1317
