id,pos|score,pos|p-value,pos|fdr,pos|rank,pos|goodsgrna,pos|lfc
GP9,0.0054925,0.019144,0.799904,445,3,4.1596
NEUROD6,0.0055,0.01917,0.799904,446,4,1.8737
IRF2BP1,0.005506,0.019187,0.799904,447,2,0.24025
CABP5,0.0055163,0.019223,0.799904,448,4,5.0123
DEFA5,0.0055385,0.019284,0.799904,449,4,3.1631
KBTBD8,0.0055532,0.019338,0.799904,450,3,3.8324
INSL6,0.0055586,0.019357,0.799904,451,3,4.1001
RTP5,0.0055664,0.019383,0.799904,452,3,4.8127
TMEM126B,0.0055717,0.0194,0.799904,453,3,3.7239
MEF2B,0.0056042,0.019504,0.799904,454,2,2.8788
ATOH7,0.0056092,0.01952,0.799904,455,4,4.4346
WDR83,0.0056112,0.019527,0.799904,456,1,-0.55846
PAGE2,0.0056204,0.019563,0.799904,457,3,4.9646
STRBP,0.0056274,0.019579,0.799904,458,4,4.4712
ACVR1,0.005632,0.019598,0.799904,459,3,4.3472
MEF2BNB-MEF2B,0.0056391,0.019616,0.799904,460,4,4.5215
DAPL1,0.0056989,0.019825,0.799904,461,4,2.4823
LARS,0.0057111,0.015668,0.799904,462,2,-0.2046
GAB2,0.0057163,0.019885,0.799904,463,2,3.0477
VEGFC,0.005718,0.019891,0.799904,464,3,4.3724
CAPN11,0.005763,0.020033,0.799904,465,2,2.4854
RAB40C,0.0057671,0.020046,0.799904,466,4,0.86214
PCDH15,0.0057689,0.020052,0.799904,467,1,-2.4197
TFAP2B,0.0057759,0.020078,0.799904,468,4,2.8736
SPIN1,0.0057919,0.020138,0.799904,469,3,4.6339
ZC3H15,0.0058148,0.020208,0.799904,470,3,4.4271
EIF4A1,0.0058215,0.020228,0.799904,471,3,1.1226
CD40,0.0058348,0.020269,0.799904,472,4,3.2927
PLOD3,0.005847,0.020315,0.799904,473,4,3.9995
SNAPIN,0.0058479,0.020318,0.799904,474,3,4.7267
PPP2R3B,0.0058727,0.020403,0.799904,475,4,1.7057
SLC12A5,0.005874,0.020407,0.799904,476,4,2.284
APOL3,0.0058799,0.020424,0.799904,477,4,4.4577
NMUR2,0.0058811,0.020428,0.799904,478,2,3.1873
PITHD1,0.0058819,0.020431,0.799904,479,3,3.911
KANK3,0.0059177,0.020549,0.799904,480,4,2.5269
OTOG,0.0059262,0.020575,0.799904,481,3,4.0701
PSMC4,0.0059266,0.020577,0.799904,482,2,0.48498
CDH23,0.0059357,0.02061,0.799904,483,4,3.5983
TMEM52,0.0059708,0.02072,0.799904,484,4,2.2328
PCDHGA11,0.0059792,0.020749,0.799904,485,2,0.028623
DPYSL5,0.0060018,0.020825,0.799904,486,3,4.8323
FAM46D,0.0060026,0.020828,0.799904,487,4,3.9187
PREX1,0.0060116,0.02086,0.799904,488,3,4.0199
CCNL2,0.00603,0.020925,0.799904,489,4,2.6879
UQCRH,0.0060317,0.020932,0.799904,490,3,1.5858
CLEC19A,0.0060369,0.020948,0.799904,491,3,4.1926
PGAP3,0.0060391,0.020957,0.799904,492,4,2.9227
NUDT11,0.0060403,0.02096,0.799904,493,4,3.6663
C5orf46,0.0060565,0.021007,0.799904,494,4,3.9283
CEACAM1,0.006058,0.021012,0.799904,495,3,4.4397
ESRRB,0.0060761,0.021079,0.799904,496,3,3.9318
SLC37A2,0.0060843,0.021106,0.799904,497,1,0.061823
GNS,0.0060977,0.021144,0.799904,498,4,2.8613
MS4A15,0.0061273,0.021235,0.799904,499,4,5.0164
SLC22A18AS,0.0061346,0.021256,0.799904,500,4,2.3287
ANAPC1,0.0061368,0.021263,0.799904,501,2,1.0651
SCAPER,0.0061894,0.021441,0.805044,502,1,-0.44171
C1orf64,0.0062179,0.02154,0.806663,503,3,3.2002
BCAR3,0.0062419,0.021614,0.806663,504,3,3.7656
LOR,0.0062535,0.021654,0.806663,505,4,2.2696
MMP7,0.0062619,0.021681,0.806663,506,3,4.4315
LHX9,0.006277,0.021737,0.806663,507,4,2.8192
PIP,0.0062806,0.021747,0.806663,508,4,1.1801
SUPT5H,0.0062945,0.021782,0.806663,509,3,2.1283
S100Z,0.0063066,0.021822,0.806663,510,4,4.7147
OR52I2,0.0063256,0.021885,0.807437,511,3,4.0294
SLC2A9,0.0063444,0.021953,0.808381,512,4,2.3315
MDP1,0.0063761,0.017418,0.799904,513,2,5.3117
PGAP1,0.0063914,0.022109,0.808965,514,4,4.7652
N6AMT1,0.0063915,0.012201,0.79223,515,1,4.0512
CTAG2,0.0063996,0.022135,0.808965,516,3,4.3667
CRKL,0.0064194,0.022201,0.808965,517,2,2.1141
C1QL2,0.006421,0.017536,0.799904,518,2,0.36734
LIN7B,0.0064243,0.022221,0.808965,519,4,2.4967
RNF26,0.006428,0.022233,0.808965,520,3,4.3099
CA11,0.0064342,0.022252,0.808965,521,2,2.1536
DUSP2,0.0064495,0.022305,0.808965,522,4,4.1986
SLC4A5,0.0064521,0.022313,0.808965,523,2,0.34639
GNG13,0.0064616,0.02235,0.808965,524,4,2.0614
LOC283710,0.0064989,0.022467,0.810567,525,4,1.6974
CDK16,0.0065074,0.022483,0.810567,526,4,1.6711
TMEM51,0.0065171,0.022522,0.810567,527,4,4.3555
OR10H2,0.0065344,0.02257,0.810611,528,4,4.3085
HNF1B,0.0065572,0.022645,0.810611,529,2,0.2489
SMIM3,0.0065591,0.02265,0.810611,530,4,4.2006
CYB5D1,0.0065998,0.022777,0.813331,531,4,2.1608
TP53INP1,0.0066097,0.022811,0.813331,532,3,2.519
HBA2,0.0066339,0.022883,0.814361,533,3,3.6033
ZBTB37,0.0066623,0.022975,0.816123,534,2,0.66324
MAPK10,0.0067233,0.023173,0.819066,535,3,3.9932
CELF2,0.0067254,0.023179,0.819066,536,3,4.3502
ERVV-1,0.0067478,0.023257,0.819066,537,4,3.5078
SDPR,0.0067611,0.0233,0.819066,538,4,3.887
FAM53B,0.0067632,0.023306,0.819066,539,3,4.3947
PIEZO1,0.0067673,0.023323,0.819066,540,2,2.5675
P3H1,0.0067805,0.023358,0.819066,541,3,3.9562
SLC7A10,0.0067969,0.023401,0.819089,542,3,4.4527
OR5M11,0.0068199,0.023477,0.820235,543,1,-1.561
ARHGAP5,0.0068724,0.02364,0.820295,544,2,0.51877
CLIC3,0.0068858,0.02368,0.820295,545,3,4.7998
KRT9,0.0069249,0.023804,0.820295,546,3,2.6052
OR6V1,0.0069389,0.023854,0.820295,547,4,3.925
BMF,0.0069774,0.023974,0.820295,548,2,1.6085
FBXW10,0.0069927,0.024031,0.820295,549,3,3.7831
MLPH,0.007011,0.024085,0.820295,550,2,2.5345
C1orf115,0.0070161,0.024103,0.820295,551,3,3.6585
SIRPA,0.0070877,0.024318,0.820295,552,3,4.1732
CNTNAP5,0.0070963,0.024346,0.820295,553,3,4.1793
SUN1,0.0070985,0.024357,0.820295,554,3,4.4756
WNK2,0.0071,0.024361,0.820295,555,4,2.3433
ASCL2,0.0071311,0.024467,0.820295,556,3,4.5984
SH2B3,0.007135,0.024477,0.820295,557,3,1.0465
PPIAL4C,0.0071354,0.02448,0.820295,558,2,3.3732
KLHL35,0.0071562,0.02456,0.820295,559,3,3.1611
SMAD3,0.0071596,0.024572,0.820295,560,4,4.1066
CACNA1E,0.0071615,0.024574,0.820295,561,3,4.5373
HADHB,0.0071674,0.024593,0.820295,562,4,1.8782
ITGA7,0.0071713,0.024607,0.820295,563,4,1.8227
GPC2,0.0071834,0.02465,0.820295,564,3,4.2068
RCCD1,0.0071875,0.024665,0.820295,565,2,0.21113
EXOC3L4,0.0071965,0.024691,0.820295,566,4,4.1966
ARSH,0.0071987,0.0247,0.820295,567,3,3.7193
FUZ,0.0072009,0.024709,0.820295,568,4,3.6785
LMAN2L,0.0072065,0.024723,0.820295,569,4,3.4553
ACTRT3,0.00724,0.02483,0.822391,570,1,-0.31849
RAI2,0.0072576,0.024884,0.822767,571,4,3.611
ALOX5AP,0.0072888,0.024989,0.823631,572,4,3.4756
KRTAP10-3,0.0072924,0.024999,0.823631,573,3,4.4662
CHPF,0.0073043,0.025039,0.823631,574,4,3.8407
AMN1,0.0073292,0.025125,0.824581,575,3,3.767
INF2,0.007345,0.025175,0.824581,576,3,2.8369
EMC8,0.0073609,0.02523,0.824581,577,3,3.7177
CTH,0.0073804,0.025288,0.824581,578,4,2.3587
NOSTRIN,0.0074421,0.025506,0.824581,579,3,3.7635
ELF5,0.0074458,0.025519,0.824581,580,4,3.4366
DYNLL2,0.0074501,0.025535,0.824581,581,1,-3.5354
MGP,0.0074512,0.025538,0.824581,582,4,2.5752
SAMD14,0.0074901,0.02566,0.824581,583,4,1.5901
CRP,0.0074959,0.025678,0.824581,584,3,3.7532
DACH1,0.0074981,0.025683,0.824581,585,3,4.0365
AGER,0.0075095,0.025725,0.824581,586,3,3.3478
CCNK,0.0075246,0.020414,0.799904,587,3,0.90566
ABHD14A,0.0075364,0.025813,0.824581,588,3,3.7556
ZNF296,0.0075413,0.025827,0.824581,589,4,1.5585
FAM24B,0.0075551,0.02587,0.824581,590,3,2.8401
NOTCH2NL,0.007564,0.020518,0.799904,591,1,-0.082371
ZNF670,0.0075654,0.02052,0.799904,592,3,2.1881
APIP,0.0075683,0.025923,0.824581,593,4,5.2124
FIZ1,0.007579,0.025954,0.824581,594,2,2.7543
DHRS2,0.0076172,0.026071,0.824581,595,4,3.8157
TATDN3,0.0076213,0.026081,0.824581,596,4,3.249
ADAMTS17,0.0076223,0.026083,0.824581,597,3,3.5111
RNF213,0.0076246,0.026091,0.824581,598,3,4.3723
NUP153,0.0076601,0.026196,0.824581,599,1,-1.2978
DPY19L2,0.0076691,0.02622,0.824581,600,4,2.194
FLAD1,0.00768,0.026249,0.824581,601,4,2.9514
GUCY1A3,0.0076865,0.026268,0.824581,602,2,2.9367
BOLA2B,0.007765,0.026536,0.824581,603,1,-1.8871
FOXE3,0.0077847,0.026591,0.824581,604,4,2.2996
WDR66,0.0077893,0.026607,0.824581,605,3,3.5694
IBSP,0.0078002,0.02664,0.824581,606,3,3.2929
C11orf52,0.0078123,0.026671,0.824581,607,3,3.9117
FNDC5,0.0078175,0.02669,0.824581,608,3,3.6535
ALCAM,0.0078273,0.026721,0.824581,609,3,2.9956
TMEM44,0.0078277,0.026722,0.824581,610,4,1.7951
TACC1,0.007836,0.026751,0.824581,611,4,4.4392
ARHGEF15,0.0078377,0.026757,0.824581,612,3,4.5832
PUSL1,0.0078485,0.026792,0.824581,613,4,1.1472
LOC100652758,0.00787,0.026854,0.824581,614,3,1.9106
MEX3D,0.0078873,0.026914,0.824581,615,2,3.2544
MPG,0.0078909,0.026925,0.824581,616,3,4.6481
WDR37,0.0079002,0.026953,0.824581,617,4,1.8111
EIF4G1,0.0079072,0.026979,0.824581,618,3,5.2858
PNPLA7,0.0079225,0.027027,0.824581,619,2,1.4377
ZZEF1,0.0079468,0.027098,0.824581,620,3,5.3111
ITGBL1,0.007975,0.027189,0.824581,621,2,1.0081
TTC26,0.007983,0.027218,0.824581,622,4,1.866
ACACA,0.0080023,0.027279,0.824581,623,3,3.5574
TPGS2,0.0080127,0.027311,0.824581,624,4,2.5842
CD248,0.0080275,0.027349,0.824581,625,1,-0.27506
OR2F1,0.0080637,0.027461,0.824581,626,4,3.1611
RDH5,0.0080639,0.027462,0.824581,627,3,4.2733
SHISA9,0.008085,0.027535,0.824581,628,3,3.5466
GPR101,0.0081087,0.027608,0.824581,629,3,3.3721
PAWR,0.008115,0.027625,0.824581,630,4,1.5997
KCTD15,0.0081292,0.027673,0.824581,631,2,2.5873
RPAIN,0.0081324,0.027684,0.824581,632,1,-0.40678
RAP2A,0.0081371,0.027701,0.824581,633,3,4.0892
PDZD2,0.0081395,0.027707,0.824581,634,4,3.5997
PEX5L,0.0081593,0.027773,0.824581,635,4,3.0435
C2orf40,0.0081845,0.027852,0.824581,636,4,4.7769
ADGRG3,0.0081849,0.027854,0.824581,637,2,0.31014
MED1,0.0081852,0.027856,0.824581,638,4,3.8197
C19orf68,0.0081988,0.027903,0.824581,639,3,3.4052
ZNF385A,0.008218,0.027962,0.824581,640,4,3.8535
ATF2,0.0082374,0.028029,0.824581,641,3,1.6928
CSF3,0.0082413,0.02804,0.824581,642,4,2.9609
NCLN,0.0082608,0.028105,0.824581,643,3,4.5922
SH2D4B,0.0082616,0.028106,0.824581,644,4,1.5026
DPY19L3,0.0082704,0.028127,0.824581,645,3,4.4137
CISH,0.0082895,0.028199,0.824581,646,3,4.5637
PIK3C3,0.0082898,0.028201,0.824581,647,2,0.022623
FLYWCH2,0.0083007,0.028241,0.824581,648,4,1.8011
AHR,0.0083135,0.028275,0.824581,649,4,3.5923
PBX1,0.0083423,0.02837,0.824581,650,1,-2.4319
DND1,0.008356,0.028412,0.824581,651,4,2.3122
ME3,0.0083633,0.028442,0.824581,652,2,2.7851
TEX101,0.008369,0.028457,0.824581,653,4,3.4333
PNLIPRP1,0.0083948,0.028528,0.824581,654,3,2.1588
CAMKK1,0.0084248,0.028625,0.824581,655,4,2.5677
SPATA19,0.0084316,0.028645,0.824581,656,3,4.109
KIAA0556,0.0084472,0.028695,0.824581,657,2,-0.17318
ZNF844,0.0084675,0.028762,0.824581,658,4,2.3577
HCAR1,0.0084748,0.028785,0.824581,659,4,1.65
GPNMB,0.0084986,0.028858,0.824581,660,3,4.5873
ERC1,0.0084997,0.02886,0.824581,661,3,4.0024
STT3B,0.0085155,0.028906,0.824581,662,2,2.2023
MORN3,0.0085212,0.028922,0.824581,663,3,3.5777
ZNF396,0.0085411,0.028984,0.824581,664,4,4.3814
SLC35F3,0.0086046,0.029185,0.824581,665,2,1.0588
C17orf112,0.0086234,0.029247,0.824581,666,4,3.7514
TCERG1L,0.0086571,0.029358,0.824581,667,3,1.7602
HTT,0.0086607,0.02937,0.824581,668,4,2.462
DOCK7,0.0087057,0.029502,0.824581,669,3,5.0459
ERI3,0.008709,0.029513,0.824581,670,3,3.243
CD300LD,0.0087095,0.029518,0.824581,671,2,0.45222
PRMT9,0.0087376,0.029613,0.824581,672,3,3.2352
SLC24A4,0.0087403,0.029619,0.824581,673,3,3.5313
ZMAT3,0.008762,0.029683,0.824581,674,1,-0.56291
ASGR1,0.0087775,0.029736,0.824581,675,3,3.993
LOC100130451,0.0088009,0.029798,0.824581,676,4,3.205
PODNL1,0.0088024,0.029808,0.824581,677,3,4.4531
MTRNR2L6,0.0088144,0.029838,0.824581,678,3,0.91758
DHX58,0.008818,0.029853,0.824581,679,2,2.5573
HDAC5,0.0088252,0.029877,0.824581,680,4,2.5461
ANXA8,0.0088373,0.029915,0.824581,681,4,3.3637
CDK5R1,0.0088669,0.030016,0.824581,682,3,1.9821
OR2B2,0.0088698,0.030024,0.824581,683,3,3.8589
ABCC11,0.0088814,0.03006,0.824581,684,2,3.0267
RTKN,0.008893,0.030094,0.824581,685,2,2.9935
HEBP1,0.0089193,0.030175,0.824581,686,1,-0.21062
SLC26A1,0.0089199,0.030176,0.824581,687,4,2.1085
PRKCD,0.0089598,0.030306,0.824581,688,4,1.5995
AMOT,0.0089675,0.030328,0.824581,689,4,1.5045
WFDC13,0.0089705,0.030339,0.824581,690,4,1.8169
SLC6A2,0.0089718,0.030342,0.824581,691,2,0.215
CHRNG,0.0089767,0.030361,0.824581,692,4,2.1032
USP32,0.0089798,0.030373,0.824581,693,4,3.3716
ASB13,0.0090089,0.030458,0.824581,694,3,3.0837
MYH11,0.009021,0.024276,0.820295,695,3,0.61245
TRIM66,0.0090242,0.030506,0.824581,696,3,1.1726
WNT9A,0.0090539,0.030613,0.824581,697,4,1.5798
AMDHD1,0.0090688,0.030657,0.824581,698,4,4.54
WISP1,0.0090726,0.030669,0.824581,699,4,0.83699
PRM3,0.0090733,0.024413,0.820295,700,3,5.2885
PCDH20,0.0090766,0.030681,0.824581,701,1,0.21348
CPSF6,0.0090804,0.024429,0.820295,702,3,4.3796
CKAP2,0.0090963,0.030734,0.824581,703,4,4.0214
CHRFAM7A,0.0091222,0.030812,0.824581,704,3,3.9859
NELL2,0.0091291,0.030836,0.824581,705,1,-1.5291
WNK1,0.0091313,0.030842,0.824581,706,3,4.5098
ZDHHC6,0.0091665,0.030957,0.824581,707,3,4.0632
INCA1,0.0091815,0.031007,0.824581,708,3,1.7778
C5orf51,0.0092162,0.031119,0.824581,709,4,1.9948
POFUT2,0.0092219,0.031134,0.824581,710,3,3.4906
CTDSPL,0.0092335,0.031179,0.824581,711,4,1.0107
ASF1A,0.009234,0.03118,0.824581,712,2,0.50458
RECK,0.0092546,0.031243,0.824581,713,4,3.6494
FGD6,0.0092655,0.031275,0.824581,714,3,4.4024
MUM1L1,0.0092792,0.031317,0.824581,715,4,2.7591
RNPS1,0.0092864,0.031339,0.824581,716,3,0.59609
TMEM176B,0.0093274,0.031464,0.824581,717,3,4.2527
CCL13,0.0093312,0.031476,0.824581,718,4,3.1625
EDEM3,0.0093314,0.031477,0.824581,719,4,2.87
SNX31,0.0093326,0.031479,0.824581,720,3,3.9465
POU4F2,0.0093388,0.031499,0.824581,721,2,1.2284
RNF44,0.0093455,0.031519,0.824581,722,3,3.2397
ADCY9,0.0093504,0.031537,0.824581,723,4,2.7019
CEACAM5,0.0093584,0.031565,0.824581,724,4,3.741
TNFRSF21,0.0093631,0.031579,0.824581,725,4,3.3104
FILIP1L,0.0093663,0.031592,0.824581,726,4,2.8562
ZDHHC20,0.0093817,0.031638,0.824581,727,4,3.6912
SSX5,0.0093912,0.03167,0.824581,728,1,0.14216
CCDC88C,0.0094437,0.031824,0.825416,729,3,3.4424
CCDC108,0.0094439,0.031824,0.825416,730,3,3.4001
SGCA,0.0094467,0.031831,0.825416,731,4,3.9556
P2RX5,0.009467,0.025418,0.824581,732,3,5.9928
HOMER1,0.009515,0.032031,0.828257,733,4,1.3062
CDC42BPA,0.009525,0.032056,0.828257,734,3,3.5878
NFKBIZ,0.0095485,0.032138,0.828257,735,2,2.2387
TGM5,0.0095631,0.032188,0.828257,736,2,3.5522
DHRS13,0.0095892,0.032268,0.828257,737,4,1.8311
DIDO1,0.0095906,0.03227,0.828257,738,4,4.6961
TUBA3C,0.0096009,0.032295,0.828257,739,3,2.6438
CNGB1,0.0096222,0.032371,0.828257,740,3,3.9365
MAPKAPK2,0.009633,0.032404,0.828257,741,4,2.1027
FAM81B,0.0096533,0.032473,0.828257,742,1,-0.81179
KLHDC10,0.0096589,0.032487,0.828257,743,2,2.5597
GK2,0.009665,0.032504,0.828257,744,2,2.8701
ECH1,0.0096899,0.03259,0.828893,745,4,3.1417
CT47A12,0.0097058,0.03265,0.828893,746,2,0.62247
GREM2,0.00972,0.032703,0.828893,747,4,4.5784
MME,0.0097582,0.032826,0.830916,748,3,1.4891
RFESD,0.0097785,0.032896,0.831572,749,4,4.6165
SLC25A21,0.0098112,0.032994,0.832945,750,4,4.2598
GK5,0.0098339,0.033066,0.833542,751,3,3.8848
CABLES2,0.009846,0.033104,0.833542,752,2,2.7354
ANKRD12,0.009863,0.033161,0.833865,753,3,2.5533
MAP3K7CL,0.0099014,0.033273,0.834294,754,3,4.1577
SMARCD1,0.0099067,0.033289,0.834294,755,3,4.223
ZDHHC17,0.0099154,0.033318,0.834294,756,3,1.4925
C1orf186,0.0099368,0.033373,0.834294,757,4,1.4125
C17orf62,0.0099678,0.033478,0.834294,758,2,0.14484
TM9SF3,0.0099686,0.033481,0.834294,759,3,3.8452
FRY,0.0099718,0.033491,0.834294,760,4,2.5608
BRD7,0.0099835,0.033527,0.834294,761,4,3.3776
GDF15,0.01001,0.033603,0.835102,762,3,2.9487
ZNF182,0.010041,0.033685,0.83565,763,2,1.4758
INSIG1,0.010071,0.033776,0.83565,764,4,3.3394
STT3A,0.010078,0.03379,0.83565,765,3,4.3544
PDXP,0.010084,0.033811,0.83565,766,3,2.9776
ACVR1C,0.010109,0.033887,0.83565,767,4,1.4544
ATG9B,0.010109,0.033888,0.83565,768,3,3.5686
KRT76,0.010139,0.033986,0.83569,769,3,3.7893
CALHM1,0.010176,0.034112,0.83569,770,2,2.8177
KCNS1,0.010177,0.034115,0.83569,771,3,2.062
GRXCR1,0.010194,0.034164,0.83569,772,2,2.6993
OR56B4,0.010208,0.0342,0.83569,773,4,3.6969
TNIP2,0.01023,0.03427,0.83569,774,2,1.054
KMT2A,0.010232,0.034281,0.83569,775,3,5.1007
RNFT2,0.010273,0.03441,0.83569,776,4,1.3017
SPSB2,0.010282,0.034442,0.83569,777,3,3.5454
DPY30,0.010289,0.034468,0.83569,778,4,4.8597
OR5H1,0.010299,0.034507,0.83569,779,3,3.2409
SMURF2,0.010301,0.034513,0.83569,780,3,4.2329
ZNF329,0.010305,0.034526,0.83569,781,3,4.8235
NGB,0.010319,0.034567,0.83569,782,4,1.6725
ACTL7A,0.010335,0.034607,0.83569,783,2,0.85479
DEPTOR,0.010343,0.034633,0.83569,784,3,3.9545
THOC1,0.010359,0.027732,0.824581,785,2,0.36992
MTRF1,0.010375,0.034734,0.836927,786,3,3.8567
PRPH2,0.010387,0.034772,0.836927,787,1,-0.74652
TMEM164,0.010436,0.034926,0.838767,788,2,2.2725
CACNG8,0.010439,0.034936,0.838767,789,3,0.32291
RSPH3,0.010481,0.035082,0.839708,790,4,1.5904
TRIM50,0.010492,0.035113,0.839708,791,4,1.36
HUS1B,0.010498,0.035126,0.839708,792,2,2.8191
SRPK3,0.010524,0.035205,0.839708,793,4,3.9548
PRM2,0.010544,0.035264,0.839708,794,3,1.3087
MAMLD1,0.010571,0.035343,0.839708,795,4,1.5307
ARID1B,0.010596,0.035432,0.839708,796,2,-0.0070285
PNMA1,0.010604,0.035454,0.839708,797,4,3.0349
IPP,0.010611,0.035481,0.839708,798,3,4.4509
MTHFD2,0.010611,0.035482,0.839708,799,4,1.2562
DNASE1L2,0.010641,0.03559,0.839708,800,4,2.0621
RASA4B,0.010649,0.035607,0.839708,801,4,3.454
ZNF454,0.010663,0.035646,0.839708,802,3,4.2242
ZNF85,0.01068,0.035695,0.839708,803,4,2.8125
TEX38,0.01071,0.035786,0.839708,804,4,3.5271
ARMC8,0.010719,0.035817,0.839708,805,3,3.3456
TMEM161B,0.010731,0.035854,0.839708,806,3,3.4437
OR52J3,0.010738,0.035876,0.839708,807,4,3.1192
MIP,0.01075,0.035918,0.839708,808,4,3.521
DCDC2C,0.010762,0.035948,0.839708,809,3,2.9446
PROM1,0.010768,0.035968,0.839708,810,3,3.3199
INA,0.010806,0.036103,0.839708,811,1,-1.2545
TESK2,0.010806,0.036103,0.839708,812,2,2.5019
ZBTB24,0.010812,0.036118,0.839708,813,4,2.3872
HIC1,0.010838,0.036194,0.839708,814,2,2.8122
H2AFB1,0.010858,0.03626,0.839708,815,3,1.9121
TIGD3,0.01086,0.036266,0.839708,816,4,3.9004
PRELID2,0.01087,0.036293,0.839708,817,3,3.8589
HNMT,0.010909,0.03642,0.840152,818,3,3.8451
TMEM134,0.010911,0.036422,0.840152,819,3,0.98485
CPEB2,0.010921,0.029192,0.824581,820,3,2.083
PTPN9,0.010928,0.029208,0.824581,821,2,5.0604
PLIN4,0.010953,0.036548,0.840152,822,3,3.3613
P2RY2,0.010956,0.036556,0.840152,823,4,2.77
ZBTB2,0.010961,0.036572,0.840152,824,4,2.5999
GREB1,0.010963,0.036579,0.840152,825,2,2.4133
IL5,0.010975,0.03662,0.840152,826,3,4.6195
ASB12,0.011015,0.036749,0.841497,827,3,2.4644
FIGNL2,0.011044,0.036841,0.841497,828,4,2.0734
CNTN3,0.011048,0.036856,0.841497,829,3,3.789
MKLN1,0.011053,0.036873,0.841497,830,4,2.8293
RFWD3,0.011068,0.036918,0.841497,831,1,-0.26025
C10orf113,0.011093,0.037,0.841497,832,2,2.3133
C3orf30,0.011112,0.037072,0.841497,833,3,3.0781
LRRC74B,0.011119,0.037092,0.841497,834,3,3.9093
CDC37L1,0.01112,0.037098,0.841497,835,1,-0.53238
ACTG1,0.011173,0.037257,0.841497,836,3,0.88357
LRRC59,0.011196,0.037324,0.841497,837,4,1.328
MGAM,0.011206,0.03736,0.841497,838,3,3.3059
POLD4,0.011223,0.037408,0.841497,839,4,2.2252
PWWP2B,0.011225,0.037413,0.841497,840,3,2.8702
ARL13B,0.011232,0.037427,0.841497,841,3,4.465
PANO1,0.011245,0.03746,0.841497,842,4,1.8641
SULT6B1,0.011247,0.037471,0.841497,843,2,3.8835
CEP350,0.011267,0.037531,0.841718,844,3,4.6204
TGDS,0.011277,0.037569,0.841718,845,2,1.8398
AGFG2,0.011329,0.03773,0.841843,846,4,3.4128
TNRC6A,0.01133,0.037733,0.841843,847,2,0.85808
SLC6A6,0.011355,0.037809,0.841843,848,4,1.5266
PRPS1L1,0.011364,0.037829,0.841843,849,4,2.7903
LGALS13,0.011366,0.037839,0.841843,850,3,4.2126
DUSP11,0.011382,0.037884,0.841855,851,1,-1.0009
TMEM100,0.011434,0.038041,0.842465,852,4,2.7569
NFAT5,0.011461,0.038126,0.842465,853,2,2.8721
GCN1L1,0.011486,0.038195,0.842465,854,4,3.841
OR4D2,0.011487,0.038198,0.842465,855,2,0.57394
C15orf53,0.011513,0.03829,0.842465,856,2,2.3047
SPTB,0.01152,0.038314,0.842465,857,3,4.0802
GKN1,0.01153,0.038347,0.842465,858,4,1.8023
DCHS2,0.011531,0.038349,0.842465,859,3,3.1116
RIPPLY3,0.011534,0.038359,0.842465,860,4,1.9315
FAM168B,0.011539,0.038372,0.842465,861,2,3.1267
MEST,0.011546,0.038396,0.842465,862,3,3.7625
SLC9A3R1,0.011578,0.038485,0.843263,863,3,4.0183
PMPCA,0.011591,0.038521,0.843263,864,2,1.2329
MTFR1L,0.011621,0.038611,0.84353,865,4,2.2557
ZNF219,0.011655,0.038712,0.84353,866,4,4.0203
MYADML2,0.011668,0.038742,0.84353,867,4,2.3059
ZNF467,0.011694,0.038822,0.84353,868,3,2.7473
CBX8,0.0117,0.038845,0.84353,869,3,4.2075
LMAN2,0.011702,0.038852,0.84353,870,4,3.3352
TTC39C,0.01173,0.038926,0.84353,871,3,3.8005
TREX2,0.011734,0.038939,0.84353,872,4,2.2292
COL7A1,0.011743,0.038968,0.84353,873,2,1.0359
DLX5,0.011745,0.038974,0.84353,874,4,1.0908
MYD88,0.011796,0.039137,0.846103,875,3,3.5109
BTG4,0.011842,0.039285,0.84755,876,2,2.5902
CXCL2,0.011853,0.03932,0.84755,877,2,-0.027484
DNAJB4,0.011874,0.039378,0.84755,878,3,3.5667
MLH3,0.011904,0.039466,0.84755,879,4,2.3474
LAMA1,0.011906,0.031612,0.824581,880,2,5.5567
SS18,0.011908,0.039482,0.84755,881,2,2.0862
CNKSR1,0.011925,0.03953,0.84755,882,4,1.6176
SPINK1,0.011927,0.03954,0.84755,883,4,2.0218
KRTAP10-1,0.011934,0.039559,0.84755,884,3,3.1179
FAM131C,0.011962,0.039647,0.848311,885,4,4.3161
NOX3,0.011988,0.039728,0.848311,886,4,2.6142
RAG2,0.012004,0.039773,0.848311,887,3,3.7049
NFKBID,0.012007,0.039787,0.848311,888,2,2.3429
TP53I13,0.01205,0.039909,0.848311,889,3,3.2669
SNX10,0.012053,0.039924,0.848311,890,4,1.3271
VGLL3,0.012059,0.039939,0.848311,891,4,1.8051
SIPA1L2,0.012062,0.03995,0.848311,892,1,-2.2302
OR1L1,0.012087,0.040025,0.8484,893,2,3.2105
IRX2,0.012107,0.040092,0.8484,894,3,3.4296
SERPINA6,0.012167,0.04028,0.8484,895,3,1.6022
KRTAP4-6,0.01217,0.032269,0.828257,896,3,5.3117
PARVG,0.012175,0.040301,0.8484,897,3,3.69
TMCO5A,0.012178,0.040311,0.8484,898,3,3.9198
RHOC,0.012188,0.040338,0.8484,899,2,3.2345
SACS,0.012202,0.040391,0.8484,900,4,3.4906
