id,negative selection score,negative selection p-value,negative selection rank
ARMCX5,0.016869,0.04606,749
PLGLB1,0.01688,0.046085,750
OR5H2,0.016885,0.046098,751
NCMAP,0.016904,0.046137,752
AKTIP,0.016916,0.046158,753
TMEM97,0.016926,0.046176,754
C11orf52,0.016937,0.046197,755
KIAA0907,0.016942,0.046208,756
MTMR2,0.016969,0.04627,757
TTC24,0.017008,0.04636,758
NUCB1,0.017043,0.046425,759
ADPGK,0.01709,0.046525,760
SCD5,0.017096,0.046536,761
TRIM16,0.017149,0.046655,762
SLITRK1,0.017157,0.046672,763
TROVE2,0.017189,0.04673,764
MTMR4,0.017201,0.046755,765
AIP,0.017254,0.046867,766
FZD10,0.017255,0.046868,767
IL17RD,0.017267,0.046897,768
CHPT1,0.017272,0.046903,769
SDHAF2,0.017279,0.046913,770
BPIFA3,0.017307,0.046975,771
RCCD1,0.017353,0.047065,772
CRHBP,0.017362,0.047083,773
LIN9,0.017395,0.047153,774
TSPYL4,0.017413,0.047188,775
RPS3,0.017432,0.047226,776
LILRA1,0.017436,0.047238,777
IL17RB,0.017444,0.047259,778
CCDC179,0.017453,0.047277,779
GLB1,0.017465,0.047307,780
TEP1,0.017502,0.047383,781
SNX29,0.017515,0.047413,782
SCAF11,0.017518,0.047418,783
FAHD2B,0.017571,0.047529,784
C12orf52,0.017586,0.047565,785
DCTN1,0.017594,0.047584,786
ARMS2,0.017611,0.047619,787
BUB1B,0.017623,0.047652,788
NAIP,0.017624,0.047653,789
ZNF558,0.017627,0.047666,790
CTTN,0.017673,0.047771,791
TRAPPC4,0.017676,0.047778,792
LEPROT,0.017677,0.047781,793
ZNF560,0.017719,0.047873,794
STMN3,0.017729,0.047897,795
FUT4,0.017782,0.048019,796
COL28A1,0.017835,0.048136,797
KDM6A,0.017887,0.048247,798
C12orf45,0.017911,0.048284,799
DDX51,0.017954,0.048387,800
ZAR1L,0.017975,0.048436,801
LTBP2,0.017993,0.048479,802
OSTC,0.018012,0.046079,803
PBX3,0.01802,0.048541,804
CHD1,0.018037,0.048583,805
GPR4,0.018046,0.048604,806
PAQR4,0.018087,0.048691,807
PTPN11,0.018099,0.048711,808
CBLB,0.01811,0.048738,809
TRAM2,0.018146,0.048811,810
NRM,0.018151,0.048822,811
DUSP22,0.018204,0.048929,812
KRTAP4-8,0.018257,0.049047,813
SULT1A2,0.018263,0.049058,814
MUC5B,0.018264,0.049061,815
AHCY,0.018341,0.049234,816
INPP5F,0.018356,0.049273,817
RBM12B,0.018362,0.049286,818
TMEM255B,0.018367,0.049292,819
SLC6A8,0.018468,0.049505,820
CRB2,0.018489,0.049552,821
AFMID,0.01852,0.049621,822
DIRAS3,0.018561,0.049712,823
SUMO4,0.018573,0.049734,824
HIST1H4G,0.018573,0.049737,825
CDCA8,0.018626,0.049854,826
TSTD1,0.018647,0.049902,827
STK11,0.018679,0.049973,828
GLP2R,0.018731,0.050087,829
RILP,0.018782,0.050203,830
NOL6,0.018784,0.050207,831
DOCK7,0.018837,0.050311,832
HLA-DOA,0.018855,0.050346,833
FOXD4,0.018889,0.050424,834
LAMB1,0.018903,0.050455,835
CORIN,0.01892,0.050496,836
SDCBP2,0.018942,0.050545,837
ABCC1,0.018964,0.050594,838
IFRD2,0.018995,0.050655,839
ATG2A,0.019024,0.050712,840
QDPR,0.019042,0.050762,841
APOBEC3D,0.019048,0.050775,842
TSACC,0.019064,0.050812,843
OMG,0.019086,0.050857,844
HNRNPAB,0.0191,0.050893,845
FOXM1,0.019144,0.050984,846
ITLN2,0.019153,0.051003,847
A4GNT,0.019182,0.051064,848
BAG1,0.019206,0.051127,849
ANKRD35,0.019258,0.051236,850
KREMEN1,0.019274,0.051273,851
FAM183A,0.019311,0.051352,852
FAM83E,0.019317,0.051364,853
2019-09-07 00:00:00,0.019352,0.051442,854
NUDT11,0.019364,0.051461,855
KRTAP20-3,0.019378,0.051486,856
NAT14,0.019404,0.051537,857
USP42,0.019416,0.051564,858
ZNF143,0.01943,0.051598,859
OGG1,0.019432,0.051602,860
ELF3,0.019469,0.051674,861
R3HDML,0.019565,0.05186,862
SLC30A7,0.019575,0.051885,863
PPIH,0.019627,0.051991,864
MIOX,0.01968,0.052103,865
FARP2,0.019685,0.052112,866
CIC,0.019692,0.052127,867
CCDC177,0.019709,0.052163,868
ADRA2A,0.019733,0.052211,869
TNFRSF1A,0.019747,0.052243,870
CENPE,0.019785,0.052317,871
RUNX3,0.019797,0.052339,872
BPGM,0.019867,0.052482,873
MBD4,0.019881,0.052511,874
NCBP2,0.019885,0.052519,875
FECH,0.019891,0.052527,876
KRTAP13-2,0.019904,0.052554,877
TAF9B,0.019943,0.052637,878
SLCO4C1,0.019953,0.052656,879
CREBL2,0.019955,0.052663,880
LMCD1,0.019996,0.052749,881
SIRPD,0.020008,0.052782,882
FES,0.020016,0.052804,883
CYP46A1,0.020025,0.052826,884
NDUFB6,0.020049,0.052882,885
CCDC17,0.020061,0.052914,886
AMD1,0.02007,0.052929,887
THNSL2,0.020154,0.053104,888
PLOD2,0.02016,0.05312,889
FAM159B,0.020178,0.05316,890
USP24,0.020205,0.053222,891
MAPK12,0.020207,0.053226,892
PTH,0.020214,0.053239,893
NPW,0.020259,0.053334,894
IL32,0.020312,0.053446,895
ZBTB17,0.020352,0.053533,896
ALKBH6,0.020365,0.053554,897
PMP2,0.02037,0.05357,898
C8B,0.020417,0.05368,899
CTAG1B,0.02044,0.03791,900
ATP1A4,0.020468,0.053782,901
WDR63,0.020491,0.053832,902
ABCF3,0.020503,0.053858,903
PSRC1,0.020523,0.053894,904
AQP11,0.020566,0.053989,905
SPRR2A,0.020575,0.054006,906
RBM12,0.020628,0.054129,907
SSR3,0.020664,0.054204,908
HLA-G,0.02068,0.05424,909
DPY30,0.020685,0.054251,910
NIT1,0.020705,0.054287,911
PLBD1,0.020753,0.054388,912
ARHGAP1,0.020771,0.054433,913
PRDX2,0.020807,0.054511,914
CUL4B,0.020834,0.054572,915
SBK1,0.020838,0.054582,916
RSAD1,0.020857,0.05462,917
SRI,0.020891,0.054702,918
RPL31,0.020944,0.054818,919
ADAMTSL3,0.02095,0.054828,920
GAMT,0.020996,0.054916,921
HAND2,0.021004,0.054936,922
SORD,0.02104,0.055018,923
ZSCAN18,0.021049,0.055037,924
TMEM18,0.021101,0.05514,925
ZBTB8A,0.021103,0.055144,926
EIF2AK3,0.02113,0.055208,927
NAMPT,0.021259,0.055452,928
DSC2,0.021293,0.055532,929
RPAP1,0.021312,0.055573,930
GAA,0.02132,0.055583,931
TACSTD2,0.02132,0.055583,932
HOXC5,0.021344,0.055632,933
MTTP,0.021347,0.055648,934
SDF4,0.021364,0.055686,935
DDI2,0.021375,0.055703,936
S100A3,0.0214,0.055768,937
ADIPOQ,0.021411,0.055802,938
KCND2,0.02147,0.055948,939
UBXN4,0.021522,0.056054,940
MTMR8,0.021547,0.056104,941
PIGG,0.021627,0.056285,942
CPNE8,0.021653,0.041658,943
CPS1,0.021656,0.056353,944
COL6A3,0.021728,0.056489,945
ENPP3,0.021775,0.056595,946
ZFYVE16,0.021785,0.056617,947
DLX5,0.021838,0.056727,948
SPAST,0.02187,0.056792,949
PLSCR5,0.02189,0.05683,950
IDI2,0.021922,0.056893,951
MPZ,0.022048,0.057162,952
CCDC150,0.022101,0.057282,953
DCD,0.022103,0.057288,954
CDC73,0.022153,0.057402,955
RNF208,0.022179,0.057458,956
TOMM6,0.022206,0.057523,957
ST3GAL5,0.022225,0.057564,958
KIF16B,0.022271,0.057669,959
MCEE,0.02229,0.057709,960
NCR3,0.022311,0.057751,961
KRTAP17-1,0.022361,0.057868,962
EXO1,0.022363,0.057873,963
IRF2BP2,0.022416,0.057988,964
C4orf6,0.022465,0.058088,965
NAP1L4,0.022469,0.058097,966
CIDEC,0.022493,0.058145,967
STK38,0.022521,0.05821,968
SHOX2,0.022549,0.058264,969
STK16,0.022558,0.058282,970
SLC30A9,0.022574,0.058312,971
PASD1,0.022626,0.058428,972
MYEOV2,0.022731,0.058668,973
MIS18A,0.022744,0.058696,974
MAMLD1,0.022776,0.058764,975
TMC6,0.022784,0.058775,976
2019-12-01 00:00:00,0.0228,0.058812,977
LANCL2,0.022809,0.058831,978
CCS,0.022828,0.058864,979
IFITM2,0.022836,0.058881,980
SDCBP,0.022889,0.05901,981
C6,0.022941,0.05912,982
CMTM1,0.022962,0.057254,983
FERD3L,0.023024,0.059289,984
HOXD4,0.023039,0.05932,985
CIB3,0.023043,0.059333,986
VAV3,0.023046,0.059338,987
GPR39,0.02309,0.059435,988
CCDC7,0.023099,0.059454,989
REXO2,0.023132,0.059528,990
PGLYRP2,0.023151,0.059571,991
OR5W2,0.023156,0.059577,992
NFIC,0.023181,0.05963,993
SPATA9,0.023195,0.059667,994
FEZ1,0.023204,0.059689,995
ALG13,0.023212,0.059701,996
EPN3,0.02324,0.059763,997
GGCT,0.023257,0.059793,998
GSTM4,0.023318,0.058056,999
DCTN5,0.023325,0.059933,1000
CENPN,0.023338,0.059963,1001
MKL1,0.023382,0.060059,1002
ZNF365,0.023414,0.060115,1003
FGF22,0.023447,0.060192,1004
IAPP,0.023449,0.060193,1005
KIAA0226,0.023466,0.060227,1006
SDC2,0.023467,0.060229,1007
CDK4,0.023481,0.060257,1008
PRKAG2,0.023485,0.060263,1009
IL21R,0.023486,0.060264,1010
MPP6,0.023515,0.060326,1011
FADD,0.023519,0.060336,1012
TPM3,0.023572,0.060451,1013
SIGLEC12,0.023624,0.060554,1014
STARD7,0.023664,0.060636,1015
SYCP1,0.023673,0.058843,1016
TSSK1B,0.023677,0.060669,1017
WDFY4,0.023679,0.060672,1018
COL27A1,0.023729,0.06078,1019
VCX,0.023741,0.060808,1020
ZCCHC7,0.023758,0.060837,1021
ZNF546,0.023782,0.060877,1022
HOXB1,0.023808,0.060938,1023
NMS,0.023834,0.061005,1024
SMARCAD1,0.023836,0.061011,1025
TMEM203,0.023893,0.061127,1026
RCN3,0.023939,0.061219,1027
GUCA2B,0.023992,0.061343,1028
CROCC,0.024007,0.061379,1029
DOK6,0.024038,0.061446,1030
MEPCE,0.024044,0.061465,1031
TMEM102,0.024097,0.061578,1032
ANXA8L2,0.024117,0.045804,1033
DOPEY2,0.024179,0.06176,1034
SPDYE6,0.024195,0.024098,1035
LPCAT4,0.024202,0.061806,1036
COPZ2,0.024223,0.061858,1037
C17orf102,0.024254,0.061921,1038
EFTUD2,0.024279,0.061976,1039
ZNF277,0.024294,0.062008,1040
NOD2,0.024306,0.062034,1041
PFKFB1,0.024359,0.062147,1042
PIP5KL1,0.024409,0.062244,1043
GBGT1,0.024411,0.062249,1044
IRF5,0.024464,0.062379,1045
CAPS2,0.02451,0.062485,1046
BET1L,0.024511,0.062487,1047
COL24A1,0.024516,0.062499,1048
SLC9A5,0.024542,0.062559,1049
AVPR1B,0.024569,0.062615,1050
TRIM50,0.024592,0.062668,1051
IRX6,0.024608,0.062699,1052
KIAA1804,0.024611,0.062709,1053
ZXDB,0.024674,0.062844,1054
DOCK8,0.024689,0.062881,1055
PRSS50,0.024708,0.062921,1056
EMR2,0.024726,0.062959,1057
UGT2B28,0.024736,0.054036,1058
CADM1,0.024737,0.062976,1059
ARHGEF15,0.024765,0.063032,1060
CAPN15,0.024779,0.063062,1061
CTLA4,0.024814,0.063129,1062
SMEK2,0.024852,0.063205,1063
COL4A1,0.024884,0.063276,1064
TGFB1,0.024892,0.063289,1065
AKAP10,0.024936,0.06338,1066
SEMA5A,0.024944,0.063394,1067
OR52L1,0.024969,0.063451,1068
TMEM239,0.024988,0.063484,1069
CES4A,0.025011,0.063531,1070
NXPE4,0.025028,0.063571,1071
USP27X,0.025041,0.063594,1072
PRLHR,0.025093,0.063695,1073
IL9,0.025123,0.063754,1074
TMSB15A,0.025124,0.062062,1075
MCRS1,0.025146,0.063807,1076
CDC37L1,0.025173,0.063866,1077
NOXA1,0.025193,0.063908,1078
ZAK,0.025198,0.063916,1079
UAP1,0.025237,0.063998,1080
CNIH4,0.025251,0.064022,1081
ABRACL,0.025293,0.064116,1082
KLHL23,0.025303,0.064133,1083
KRTAP26-1,0.02531,0.064145,1084
HDAC8,0.025349,0.064226,1085
SRPK1,0.02535,0.064228,1086
CHRNA2,0.025355,0.064239,1087
OPN1SW,0.025381,0.064294,1088
DENND2D,0.025408,0.064355,1089
ANP32B,0.025447,0.064441,1090
NELFA,0.025457,0.064466,1091
KIAA1239,0.02546,0.06447,1092
AGBL2,0.025486,0.064516,1093
RASA3,0.025495,0.064534,1094
KRTAP2-1,0.025565,0.064699,1095
MAP1LC3B2,0.025618,0.064811,1096
TRIM77,0.02567,0.064927,1097
COPE,0.025722,0.065038,1098
POFUT1,0.025734,0.065063,1099
SLC7A5,0.025761,0.065112,1100
DEFA1,0.025786,0.065172,1101
PCDHB14,0.025827,0.065263,1102
EEF1G,0.025849,0.065307,1103
GNG2,0.025932,0.065475,1104
SYF2,0.025938,0.065487,1105
ZSCAN22,0.025964,0.065532,1106
IL10RB,0.025984,0.065566,1107
CHST2,0.026037,0.065678,1108
PSTPIP2,0.026037,0.065678,1109
MAP2K7,0.026066,0.065758,1110
FTSJ1,0.026089,0.0658,1111
FCHO1,0.026096,0.065812,1112
VTA1,0.026106,0.06583,1113
SLMO1,0.026116,0.06585,1114
CLEC4G,0.026136,0.065894,1115
FARSB,0.026142,0.065908,1116
FRAT2,0.026169,0.065965,1117
SLC12A4,0.026195,0.066019,1118
C4orf21,0.026245,0.066125,1119
ZNF513,0.026269,0.066176,1120
GRM7,0.026304,0.066253,1121
OR6C74,0.026351,0.066345,1122
ENPP4,0.026354,0.066351,1123
HOXB9,0.026403,0.066465,1124
SGCZ,0.026407,0.066474,1125
PPTC7,0.026423,0.06651,1126
NOV,0.026454,0.06657,1127
ASPA,0.026456,0.066571,1128
CD68,0.026508,0.066684,1129
CXorf48,0.026513,0.066696,1130
SLC30A6,0.026533,0.066728,1131
OR6T1,0.026534,0.066731,1132
DEFB131,0.026561,0.06679,1133
FMR1,0.026566,0.066797,1134
ZFPM1,0.026652,0.066982,1135
GREM1,0.026665,0.067008,1136
TMEM229A,0.026692,0.067069,1137
GGH,0.026718,0.067131,1138
ANO6,0.026732,0.067164,1139
LHFPL2,0.026763,0.067227,1140
EPHA5,0.026802,0.067309,1141
TAPBPL,0.026805,0.067314,1142
DDX39B,0.026837,0.067392,1143
OR1F1,0.026875,0.06748,1144
MYH8,0.026913,0.067576,1145
ANKRD66,0.026927,0.067608,1146
RDH11,0.02695,0.067649,1147
CLCA1,0.026979,0.06771,1148
MMP7,0.026998,0.06775,1149
API5,0.027014,0.067777,1150
PTPMT1,0.027025,0.067796,1151
SPARCL1,0.027032,0.067811,1152
APBB2,0.027036,0.067819,1153
SIGLEC1,0.027084,0.06792,1154
SLC12A5,0.027093,0.067942,1155
GALNTL5,0.027132,0.068026,1156
SH3PXD2A,0.027136,0.068031,1157
ERN1,0.027178,0.06812,1158
FBXO18,0.027186,0.068136,1159
TLN1,0.027189,0.068147,1160
WDR25,0.027191,0.068151,1161
TBX1,0.027241,0.06827,1162
NUP85,0.027254,0.0683,1163
SYPL1,0.027294,0.068396,1164
HTT,0.027337,0.068481,1165
FDXR,0.027346,0.068502,1166
CDCP1,0.027398,0.068623,1167
ENO3,0.027416,0.068657,1168
KLC1,0.027503,0.068849,1169
OR8J1,0.027555,0.068949,1170
ZKSCAN7,0.027564,0.068967,1171
ABCD1,0.027659,0.069156,1172
ST6GALNAC4,0.02766,0.069157,1173
GSTT2B,0.027683,0.058564,1174
PTPRA,0.027712,0.069265,1175
DCAF8L1,0.027744,0.069325,1176
ZNF30,0.027764,0.069372,1177
HIST1H2AB,0.027798,0.069438,1178
BTBD18,0.027817,0.069484,1179
SLC2A4RG,0.027842,0.069533,1180
TMUB2,0.027852,0.069557,1181
OR56A4,0.027869,0.069585,1182
CYP4V2,0.027973,0.069808,1183
RAD51B,0.027974,0.069809,1184
LYSMD3,0.028023,0.069893,1185
PNRC2,0.028044,0.069939,1186
RNF148,0.028078,0.070012,1187
SCAND3,0.028116,0.070095,1188
NAA60,0.028131,0.070126,1189
PTCD3,0.028132,0.070127,1190
RACGAP1,0.028183,0.070244,1191
SGSM3,0.028184,0.070248,1192
OSER1,0.028222,0.059349,1193
CLIP4,0.028242,0.070368,1194
ACVRL1,0.028264,0.070414,1195
USP22,0.028287,0.070465,1196
MTHFD2L,0.028292,0.070473,1197
CCDC157,0.028321,0.070547,1198
EIF2AK4,0.028357,0.070628,1199
IFFO1,0.028392,0.0707,1200
HSPB11,0.028403,0.070728,1201
ANGPTL2,0.028413,0.07075,1202
CORO6,0.028444,0.070825,1203
C10orf105,0.028549,0.071038,1204
ARL13A,0.028557,0.07106,1205
TRIM11,0.028568,0.071082,1206
SPATS2,0.028601,0.071158,1207
LCE5A,0.028619,0.071197,1208
ARSI,0.02864,0.071247,1209
FAM25A,0.028651,0.071275,1210
HSPE1,0.028653,0.071281,1211
C11orf49,0.028671,0.071316,1212
C10orf11,0.028706,0.071396,1213
NPL,0.028735,0.071461,1214
GTF3C1,0.028758,0.071507,1215
USMG5,0.028785,0.07157,1216
LRP1,0.02881,0.071623,1217
TIMP4,0.028815,0.071631,1218
PPCS,0.02884,0.071673,1219
PUS7,0.028863,0.071716,1220
ARL4D,0.028915,0.071818,1221
PRAMEF20,0.028937,0.060458,1222
WSCD2,0.028967,0.071929,1223
PRKCSH,0.029019,0.072026,1224
SLC37A3,0.029022,0.072033,1225
RAP1B,0.029072,0.072137,1226
AGMO,0.029124,0.072241,1227
C10orf53,0.029165,0.072323,1228
CCDC152,0.029204,0.0724,1229
ERGIC2,0.029228,0.072442,1230
DCAKD,0.029243,0.07247,1231
SNX6,0.029249,0.072482,1232
CAMK2N2,0.02926,0.072509,1233
IGSF3,0.029281,0.072547,1234
PPIP5K1,0.029333,0.072657,1235
YY2,0.029333,0.072658,1236
REM1,0.029385,0.072768,1237
ZNF350,0.02944,0.072881,1238
RNF112,0.029469,0.072932,1239
C12orf44,0.02948,0.072959,1240
COL16A1,0.02949,0.072978,1241
BATF,0.029521,0.073046,1242
IGF1R,0.029542,0.073097,1243
LOC100287534,0.029575,0.054889,1244
PAF1,0.029594,0.073196,1245
GABPB1,0.029594,0.073196,1246
RAP2B,0.029615,0.073242,1247
NIPA1,0.029621,0.073254,1248
NRTN,0.029646,0.073312,1249
NR1H2,0.029688,0.073401,1250
ZBTB14,0.029699,0.073416,1251
HLA-DMB,0.029751,0.073533,1252
DNASE2B,0.029774,0.07359,1253
SLC9A4,0.029803,0.073644,1254
BTC,0.029813,0.073665,1255
FN1,0.029907,0.073873,1256
SPATC1L,0.029908,0.073873,1257
FFAR4,0.02996,0.073986,1258
HCN2,0.02996,0.073987,1259
LRRC3B,0.029962,0.073991,1260
BRPF3,0.02999,0.074054,1261
CDC42EP5,0.030002,0.074078,1262
MCC,0.030012,0.074095,1263
CBLL1,0.030013,0.074098,1264
CYP1A2,0.030034,0.07414,1265
GRIN2A,0.030053,0.074185,1266
C10orf95,0.030064,0.074209,1267
FHOD1,0.030067,0.074217,1268
FAM166A,0.030086,0.074257,1269
N4BP2L2,0.030107,0.074301,1270
BRINP3,0.030116,0.074317,1271
RNF122,0.030133,0.074351,1272
DDX59,0.030145,0.074371,1273
HIST1H4E,0.030149,0.074382,1274
RASA4,0.030162,0.074401,1275
CD63,0.030168,0.074418,1276
CALY,0.030221,0.074517,1277
PRDM4,0.030255,0.074582,1278
CHRM4,0.030273,0.074631,1279
MYO6,0.030325,0.074737,1280
CYP4F2,0.030328,0.07474,1281
PEA15,0.030377,0.07486,1282
SCAMP3,0.030425,0.074958,1283
ERN2,0.03043,0.074967,1284
GPR160,0.030466,0.075038,1285
TRIM46,0.030477,0.075059,1286
ZNF195,0.030482,0.075064,1287
H2BFM,0.030487,0.075075,1288
MAVS,0.030534,0.075174,1289
DSCC1,0.030603,0.075328,1290
ZNF785,0.030616,0.075356,1291
EEF1D,0.030627,0.075381,1292
UBAC2,0.030638,0.075401,1293
RGS9BP,0.030656,0.075438,1294
MCM2,0.03069,0.075511,1295
PAG1,0.030709,0.075549,1296
CT47A1,0.030741,0.075631,1297
MMP17,0.030743,0.075637,1298
SLC22A25,0.030754,0.075661,1299
ITGA5,0.030766,0.075683,1300
B3GNT4,0.030795,0.075742,1301
TDRD9,0.030805,0.075756,1302
TYRP1,0.030812,0.075768,1303
MRPL10,0.030824,0.075793,1304
ESRRA,0.030835,0.075825,1305
CDC42EP3,0.030837,0.075827,1306
RELL1,0.030847,0.07585,1307
DEK,0.030899,0.075952,1308
TAS2R38,0.030916,0.075985,1309
CLK3,0.030951,0.076044,1310
PITPNM3,0.030965,0.076081,1311
CBR1,0.031004,0.076165,1312
KRT13,0.031009,0.07618,1313
QPCTL,0.031033,0.076227,1314
ASB18,0.031073,0.076303,1315
TRIP4,0.031108,0.076371,1316
ARMC12,0.031108,0.076374,1317
C4BPB,0.031135,0.076438,1318
ZNF716,0.03116,0.076488,1319
TTC39B,0.031167,0.076495,1320
DHX29,0.031212,0.07659,1321
FHIT,0.031264,0.076704,1322
GPRC5A,0.031285,0.076745,1323
PLAC4,0.031295,0.076766,1324
MYRF,0.031306,0.07679,1325
PNMA2,0.031317,0.076812,1326
ASB7,0.031342,0.076878,1327
ABHD2,0.031369,0.076932,1328
OMD,0.0314,0.076998,1329
RBM48,0.031406,0.07701,1330
NEU4,0.031413,0.077018,1331
PRSS16,0.031421,0.077032,1332
ZNF684,0.031424,0.077039,1333
CUEDC1,0.031467,0.077136,1334
ZNF628,0.031473,0.077147,1335
TUBB4A,0.031552,0.077316,1336
FAM73B,0.031563,0.077342,1337
LCE2A,0.031577,0.077379,1338
MRPL9,0.031617,0.077468,1339
SNX21,0.031629,0.077493,1340
ZNF335,0.031638,0.077512,1341
CYP21A2,0.031659,0.077551,1342
SYAP1,0.03167,0.077577,1343
FNBP1,0.031681,0.077598,1344
THYN1,0.0317,0.077637,1345
CDH8,0.03172,0.077683,1346
IFNLR1,0.031724,0.077694,1347
ZNF98,0.031734,0.077712,1348
FAM110D,0.031746,0.077734,1349
CNGB1,0.031757,0.077759,1350
ZNF488,0.031786,0.077819,1351
NR0B2,0.0318,0.077846,1352
ONECUT3,0.031832,0.07791,1353
GDF7,0.031838,0.077922,1354
KRTAP1-4,0.031853,0.077955,1355
RNFT1,0.03189,0.078027,1356
KCNK12,0.031906,0.078059,1357
CENPF,0.031918,0.078083,1358
HSPA2,0.031994,0.078258,1359
PROC,0.032019,0.078299,1360
PISD,0.032046,0.078359,1361
PDCD6,0.032069,0.078403,1362
CDK20,0.032096,0.078459,1363
SPATA2L,0.032099,0.078468,1364
COL11A2,0.032123,0.078519,1365
OR11H6,0.032156,0.078591,1366
CLASP1,0.032177,0.078639,1367
YIF1A,0.032203,0.078693,1368
MKKS,0.032232,0.078756,1369
SEC61A2,0.032242,0.078785,1370
NBPF24,0.032244,0.077852,1371
XKR6,0.032264,0.078826,1372
CXorf40B,0.032274,0.077915,1373
CA7,0.032304,0.078898,1374
BNC1,0.032307,0.078909,1375
OR4D1,0.032359,0.079017,1376
PPP1R9A,0.032399,0.079093,1377
ADRBK2,0.032411,0.079119,1378
ZNF511,0.032429,0.079154,1379
ANKRD33B,0.032448,0.079198,1380
WWP1,0.032463,0.079233,1381
ZNF774,0.032482,0.07927,1382
GRIN3A,0.032492,0.079282,1383
PDCD1,0.032515,0.079335,1384
GPR152,0.032568,0.079443,1385
OR5L2,0.032568,0.079444,1386
DOC2B,0.032601,0.079509,1387
CIAO1,0.032614,0.079534,1388
ACCS,0.03262,0.079543,1389
GPR143,0.032633,0.079563,1390
EPHX1,0.032656,0.079606,1391
ZNF48,0.03268,0.079659,1392
GPR87,0.032753,0.079806,1393
MOB3C,0.03277,0.07984,1394
MFAP1,0.032776,0.079856,1395
TMEM259,0.032828,0.079984,1396
SLC25A17,0.03288,0.080087,1397
ZNF622,0.032895,0.080125,1398
TYR,0.032926,0.080193,1399
UTP23,0.032968,0.080291,1400
MBNL1,0.032974,0.08031,1401
SLC25A41,0.032984,0.080327,1402
TADA3,0.033037,0.080446,1403
CHAMP1,0.033041,0.080457,1404
LRRC45,0.033088,0.080553,1405
SERPINE3,0.033128,0.080632,1406
CD79A,0.033193,0.080764,1407
F2,0.033222,0.080821,1408
GPR50,0.033234,0.080846,1409
VLDLR,0.033245,0.080868,1410
POLE3,0.033267,0.080913,1411
ABL2,0.033301,0.080987,1412
SUMO1,0.033313,0.081016,1413
POMC,0.033337,0.081067,1414
C19orf66,0.033349,0.08109,1415
BCL3,0.03341,0.08123,1416
PRELID2,0.033453,0.081313,1417
ANAPC1,0.033476,0.081356,1418
IL26,0.033505,0.081419,1419
SCN11A,0.03352,0.081456,1420
GJA3,0.033531,0.081475,1421
PSMC6,0.033549,0.081525,1422
PRDM10,0.033557,0.081536,1423
CCR4,0.033586,0.0816,1424
MYH6,0.033609,0.081662,1425
IGLON5,0.033619,0.081681,1426
ANAPC10,0.03369,0.081833,1427
DIO1,0.033696,0.08185,1428
KRT84,0.033707,0.081869,1429
PSCA,0.033713,0.081882,1430
LILRB4,0.03372,0.08189,1431
NOTCH3,0.033796,0.082058,1432
C14orf177,0.033799,0.082064,1433
CHGA,0.033807,0.082081,1434
DRD3,0.033817,0.0821,1435
STRA13,0.033857,0.08219,1436
TMEM2,0.033869,0.082219,1437
TSPY1,0.033897,0.082276,1438
OR4A5,0.033921,0.082325,1439
FLT3LG,0.033922,0.082326,1440
MMP11,0.033928,0.08234,1441
GOLGA6L1,0.033962,0.082409,1442
H2AFY,0.033965,0.082413,1443
FAM127B,0.033973,0.082433,1444
PARP3,0.034025,0.082551,1445
FAM122B,0.034078,0.082663,1446
RAB5C,0.034106,0.082723,1447
ATP9A,0.034117,0.082744,1448
C10orf25,0.034128,0.082766,1449
WDR87,0.03413,0.082769,1450
DDX3X,0.034198,0.082918,1451
MRGPRX3,0.034234,0.082996,1452
IZUMO1,0.034235,0.082999,1453
C5orf30,0.034286,0.083098,1454
C6orf15,0.034333,0.083204,1455
ANAPC11,0.034338,0.08321,1456
TAS2R46,0.034352,0.083241,1457
PAQR7,0.034372,0.083294,1458
CAMSAP1,0.03439,0.083329,1459
COPB1,0.034442,0.083433,1460
UGT8,0.034494,0.083549,1461
FAM211B,0.034506,0.083582,1462
TMEM199,0.034543,0.083657,1463
MEOX1,0.034546,0.083665,1464
EGFLAM,0.034562,0.083694,1465
ZDHHC6,0.034581,0.083732,1466
AMIGO1,0.034651,0.083882,1467
CD80,0.03474,0.084078,1468
XKR3,0.034752,0.084106,1469
PUS3,0.034754,0.084109,1470
BIRC2,0.034806,0.084213,1471
PPP1R36,0.034858,0.084327,1472
CHST11,0.03491,0.084435,1473
TTLL11,0.034962,0.084546,1474
PLEKHM1,0.034978,0.084587,1475
SMARCB1,0.035028,0.084683,1476
CTAGE4,0.035032,0.084686,1477
KRTAP3-3,0.035065,0.084776,1478
OR14I1,0.035066,0.084777,1479
NUAK1,0.03509,0.084825,1480
C7orf41,0.035103,0.084848,1481
MRPL37,0.03511,0.084862,1482
P2RX7,0.035118,0.084878,1483
COL9A3,0.035147,0.08494,1484
KRT33A,0.035159,0.084958,1485
DPH7,0.035222,0.085102,1486
CRYBB2,0.035234,0.085129,1487
DHX33,0.035265,0.085202,1488
SDF2L1,0.035274,0.085219,1489
ANKRD16,0.035334,0.085357,1490
TCF20,0.035335,0.085358,1491
ZNF600,0.035375,0.085441,1492
C10orf91,0.03543,0.085543,1493
PDCL,0.035436,0.085551,1494
LAMP3,0.03546,0.085608,1495
SUSD5,0.035482,0.08566,1496
RBBP6,0.03551,0.085717,1497
PGM1,0.035534,0.08577,1498
