id,d7_chemo__d7_control||num,d7_chemo__d7_control||neg|p-value,d7_chemo__d7_control||neg|fdr,d7_chemo__d7_control||neg|rank,d7_chemo__d7_control||neg|goodsgrna,d7_chemo__d7_control||pos|p-value,d7_chemo__d7_control||pos|fdr,d7_chemo__d7_control||pos|rank,d7_chemo__d7_control||pos|goodsgrna,d7_chemo__d7_control||log2FoldChange
FAP,2,0.97488,0.998121,20866,0,0.046472,0.981813,1164,2,7.1367
RABEP1,3,0.93237,0.996322,19992,0,0.028432,0.972765,517,2,7.136
SMIM5,2,0.9956,0.999463,21286,0,0.0085045,0.970617,217,2,7.1329
GYPC,3,0.73843,0.996322,15679,1,0.028787,0.972765,522,2,7.1224
SWAP70,1,0.93902,0.996692,20128,0,0.061241,0.994322,2307,1,7.1224
XPA,2,0.99175,0.999377,21208,0,0.015688,0.972765,409,2,7.1201
TUBD1,1,0.94097,0.996752,20172,0,0.059259,0.994322,2242,1,7.1057
FAM217A,3,0.86398,0.996322,18451,0,0.029296,0.972765,529,2,7.1052
SPATA17,2,0.97364,0.998121,20838,0,0.048662,0.98809,1215,2,7.1012
C15orf56,2,0.97245,0.998121,20815,0,0.042983,0.972765,1082,2,7.1
RGS22,3,0.75764,0.996322,16133,1,0.029621,0.972765,536,2,7.0948
FLG,2,0.97409,0.998121,20849,0,0.010819,0.970617,277,2,7.093
EBPL,1,0.93781,0.996611,20108,0,0.062426,0.994322,2334,1,7.0879
OARD1,3,0.92484,0.996322,19827,0,0.029854,0.972765,542,2,7.0879
CMTM7,3,0.9667,0.997574,20706,0,0.029985,0.972765,545,2,7.0844
CCDC39,3,0.62645,0.996322,12912,1,0.030157,0.972765,551,2,7.0808
HDAC5,1,0.93745,0.996581,20100,0,0.062744,0.994322,2345,1,7.0808
KEL,3,0.73549,0.996322,15603,1,0.030157,0.972765,553,2,7.0808
MRPS24,3,0.90113,0.996322,19276,0,0.030157,0.972765,552,2,7.0808
ZSWIM2,2,0.97941,0.998361,20963,0,0.038286,0.972765,981,2,7.0806
MRPL32,3,0.88763,0.996322,18984,0,0.030331,0.972765,558,2,7.0773
PXK,3,0.61297,0.996322,12569,1,0.030331,0.972765,559,2,7.0773
CCRL1,3,0.33032,0.996322,6608,1,0.030509,0.972765,565,2,7.0738
SERPINA12,3,0.54722,0.996322,10679,1,0.030703,0.972765,568,2,7.0703
SOGA3,3,0.98298,0.998901,21025,0,0.030703,0.972765,567,3,7.0703
CEP152,3,0.99549,0.999463,21280,0,0.012752,0.970617,231,3,7.0667
OLIG1,3,0.87262,0.996322,18632,0,0.030944,0.972765,574,2,7.0667
MTG2,1,0.93622,0.996379,20076,0,0.064009,0.994322,2374,1,7.0631
TRPT1,3,0.98264,0.998901,21019,0,0.031222,0.972765,579,3,7.0631
EFCC1,3,0.71622,0.996322,15150,1,0.031501,0.972765,588,2,7.0596
KBTBD3,3,0.88656,0.996322,18959,0,0.031501,0.972765,587,2,7.0596
METTL18,1,0.93568,0.996379,20064,0,0.064572,0.994322,2388,1,7.056
SOX11,3,0.99588,0.999471,21295,0,0.011579,0.970617,203,3,7.0524
ESX1,3,0.7149,0.996322,15122,1,0.032342,0.972765,602,2,7.0488
ANG,2,0.99048,0.99926,21180,0,0.01805,0.972765,472,2,7.0477
GPR180,3,0.52938,0.996322,10256,1,0.032718,0.972765,608,2,7.0452
PTBP3,3,0.99917,0.999829,21356,0,0.0023708,0.956958,41,3,7.0452
SESN2,3,0.39928,0.996322,7860,1,0.032718,0.972765,606,2,7.0452
SOX14,3,0.5695,0.996322,11301,1,0.032718,0.972765,607,2,7.0452
HS3ST4,3,0.67241,0.996322,14052,1,0.033018,0.972765,613,2,7.0416
LOC100506388,1,0.93425,0.996322,20036,0,0.066017,0.994322,2433,1,7.0416
MRPL53,3,0.91648,0.996322,19626,0,0.033018,0.972765,612,2,7.0416
COL6A6,3,0.81126,0.996322,17346,0,0.033278,0.972765,616,2,7.038
ZNHIT2,3,0.82282,0.996322,17596,0,0.033278,0.972765,615,2,7.038
CSRP2BP,3,0.90856,0.996322,19440,0,0.033547,0.972765,619,2,7.0344
GPR146,1,0.93369,0.996322,20024,0,0.0666,0.994322,2454,1,7.0344
STT3A,3,0.63799,0.996322,13210,1,0.033547,0.972765,620,2,7.0344
AP2A2,3,0.99756,0.999632,21325,0,0.0068131,0.970617,120,3,7.0308
BIVM,3,0.46781,0.996322,9077,1,0.00073729,0.956958,12,2,7.0308
hsa-mir-548aj-1,1,0.93284,0.996322,20002,0,0.0674,0.994322,2483,1,7.0271
hsa-mir-5571,3,0.97664,0.998121,20909,0,0.0037374,0.956958,65,3,7.0271
KIAA1161,3,0.28467,0.994862,5776,1,0.034329,0.972765,633,2,7.0271
OSBPL11,3,0.91274,0.996322,19537,0,0.034329,0.972765,635,2,7.0271
ZNF878,3,0.44425,0.996322,8667,1,0.034329,0.972765,634,2,7.0271
SLC32A1,3,0.9995,0.999829,21365,0,0.001441,0.956958,20,3,7.0235
ANXA9,3,0.99867,0.999829,21346,0,0.0038092,0.956958,66,3,7.0198
CALCA,3,0.39153,0.996322,7722,1,0.035337,0.972765,652,2,7.0198
CBX3,1,0.93178,0.996322,19978,0,0.068426,0.994322,2514,1,7.0198
CD86,3,0.75443,0.996322,16070,1,0.035337,0.972765,653,2,7.0198
FETUB,3,0.40213,0.996322,7913,1,0.035337,0.972765,654,2,7.0198
hsa-mir-1203,1,0.93178,0.996322,19976,0,0.068426,0.994322,2515,1,7.0198
LYZL4,3,0.66735,0.996322,13922,1,0.035337,0.972765,651,2,7.0198
OR14I1,3,0.85141,0.996322,18195,0,0.035337,0.972765,650,2,7.0198
DIO3,3,0.88242,0.996322,18858,0,0.035902,0.972765,666,2,7.0161
MSL3,1,0.93073,0.996322,19954,0,0.069536,0.994322,2542,1,7.0124
MTHFD2,3,0.63998,0.996322,13263,1,0.036364,0.972765,680,2,7.0124
TBXAS1,3,0.3384,0.996322,6772,1,0.036364,0.972765,679,2,7.0124
TFB2M,3,0.83756,0.996322,17916,0,0.036364,0.972765,678,2,7.0124
DEFB134,3,0.99429,0.999457,21258,0,0.015939,0.972765,290,3,7.0087
GABRA4,3,0.99164,0.999377,21204,0,0.02282,0.972765,424,3,7.0087
hsa-mir-892c,3,0.79212,0.996322,16937,1,0.036799,0.972765,688,2,7.0087
KPNA2,3,0.18863,0.984333,3605,1,0.036799,0.972765,690,2,7.0087
LRP3,3,0.99791,0.999632,21334,0,0.0059055,0.970617,106,3,7.0087
LYPLA1,3,0.78816,0.996322,16843,1,0.036799,0.972765,689,2,7.0087
OTUD4,3,0.97306,0.998121,20824,0,0.036799,0.972765,687,3,7.0087
SPATA21,1,0.93029,0.996322,19944,0,0.069961,0.994322,2551,1,7.0087
TIPARP,3,0.93456,0.996342,20044,0,0.036799,0.972765,691,2,7.0087
ERF,3,0.12106,0.976462,2248,1,0.037217,0.972765,697,2,7.005
OR5B12,3,0.63662,0.996322,13177,1,0.037217,0.972765,699,2,7.005
SMURF1,3,0.99684,0.999632,21311,0,0.0088964,0.970617,154,3,7.005
TAF10,3,0.58433,0.996322,11763,1,0.037217,0.972765,698,2,7.005
ALS2CR11,1,0.92932,0.996322,19920,0,0.070958,0.994322,2585,1,7.0013
AZI1,3,0.58433,0.996322,11766,1,0.017519,0.972765,321,2,7.0013
COPS7B,3,0.63662,0.996322,13176,1,0.037765,0.972765,705,2,7.0013
OR1D2,1,0.92932,0.996322,19921,0,0.070958,0.994322,2584,1,7.0013
B3GALNT1,3,0.96508,0.997574,20666,0,0.038492,0.972765,722,2,6.9976
CALHM2,3,0.98046,0.998545,20985,0,0.038492,0.972765,725,3,6.9976
hsa-mir-4745,3,0.46051,0.996322,8948,1,0.038492,0.972765,724,2,6.9976
SFRP2,3,0.79155,0.996322,16927,1,0.038492,0.972765,723,2,6.9976
SEMA4A,2,0.99307,0.999457,21232,0,0.013299,0.970617,350,2,6.9964
SMDT1,2,0.9752,0.998121,20872,0,0.045903,0.978399,1154,2,6.9963
CLECL1,3,0.6458,0.996322,13410,1,0.039083,0.972765,735,2,6.9939
FBP2,3,0.9958,0.999463,21290,0,0.011823,0.970617,209,3,6.9939
NFYB,3,0.70798,0.996322,14913,1,0.039083,0.972765,736,2,6.9939
PXDC1,3,0.42726,0.996322,8383,1,0.039083,0.972765,737,2,6.9939
APPBP2,3,0.87338,0.996322,18650,0,0.039718,0.972765,748,2,6.9901
ARHGEF7,3,0.92372,0.996322,19808,0,0.039718,0.972765,750,2,6.9901
C6orf222,2,0.99466,0.999463,21269,0,0.010255,0.970617,266,2,6.9901
C7orf25,1,0.92737,0.996322,19874,0,0.072928,0.994322,2646,1,6.9901
DCAF17,3,0.95738,0.997574,20489,0,0.039718,0.972765,751,2,6.9901
hsa-mir-5687,3,0.9987,0.999829,21347,0,0.0037152,0.956958,64,3,6.9901
KLF14,3,0.85313,0.996322,18234,0,0.039718,0.972765,749,2,6.9901
TMEM214,3,0.83802,0.996322,17922,0,0.039718,0.972765,752,2,6.9901
ADAP1,3,0.97035,0.998121,20777,0,0.040371,0.972765,764,3,6.9864
FAM122B,3,0.78724,0.996322,16823,1,0.040371,0.972765,765,2,6.9864
SEC14L6,3,0.59584,0.996322,12066,1,0.040371,0.972765,763,2,6.9864
SMYD5,3,0.82035,0.996322,17546,0,0.040371,0.972765,761,2,6.9864
SNX11,3,0.94317,0.996909,20220,0,0.040371,0.972765,762,2,6.9864
IFNL2,2,0.99241,0.999457,21219,0,0.014492,0.972765,386,2,6.985
ERMAP,3,0.68185,0.996322,14289,1,0.041013,0.972765,772,2,6.9826
FAM25C,3,0.91304,0.996322,19549,0,0.010472,0.970617,181,2,6.9826
BTN3A1,3,0.98726,0.99926,21113,0,0.03403,0.972765,628,3,6.9789
RBP1,3,0.99816,0.999749,21338,0,0.0052412,0.970617,96,3,6.9789
TEAD2,1,0.92546,0.996322,19831,0,0.074908,0.994322,2707,1,6.9789
UCK1,3,0.58848,0.996322,11870,1,0.041757,0.972765,783,2,6.9789
RTN4,2,0.99192,0.999404,21212,0,0.015407,0.972765,401,2,6.9755
RBM20,3,0.79352,0.996322,16970,1,0.042526,0.972765,796,2,6.9751
RFX7,1,0.92472,0.996322,19819,0,0.075654,0.994322,2728,1,6.9751
CCDC107,1,0.92403,0.996322,19806,0,0.076365,0.994322,2744,1,6.9713
RELN,3,0.9817,0.998829,21005,0,0.043243,0.972765,807,3,6.9713
C1QTNF9,3,0.74521,0.996322,15835,1,0.043848,0.972765,823,2,6.9675
CTAG2,3,0.90449,0.996322,19338,0,0.043848,0.972765,822,2,6.9675
DISC1,1,0.92343,0.996322,19790,0,0.076992,0.994322,2769,1,6.9675
DKK4,2,0.98653,0.999165,21097,0,0.025462,0.972765,662,2,6.9675
GIPC3,1,0.92343,0.996322,19789,0,0.076992,0.994322,2770,1,6.9675
SEC22C,3,0.79102,0.996322,16915,1,0.043848,0.972765,824,2,6.9675
TMEM211,3,0.81354,0.996322,17393,0,0.042634,0.972765,799,2,6.9675
B3GALT5,3,0.91897,0.996322,19693,0,0.044579,0.972765,842,2,6.9637
GTF2F2,3,0.78239,0.996322,16705,1,0.044579,0.972765,839,2,6.9637
hsa-mir-5692c-2,3,0.94668,0.997216,20286,0,0.044579,0.972765,840,2,6.9637
SDHAF1,3,0.28627,0.995105,5812,1,0.044579,0.972765,841,2,6.9637
TSPY3,1,0.92273,0.996322,19776,0,0.077694,0.994322,2791,1,6.9637
HIST1H2BO,2,0.97721,0.998185,20923,0,0.04236,0.972765,1063,2,6.9628
ACAP2,3,0.3207,0.996322,6436,1,0.045379,0.972765,858,2,6.9599
CDKL1,3,0.93036,0.996322,19948,0,0.045379,0.972765,857,2,6.9599
FOXD4L5,3,0.61686,0.996322,12666,1,0.045379,0.972765,856,2,6.9599
hsa-mir-548v,3,0.36375,0.996322,7234,1,0.045379,0.972765,855,2,6.9599
MCTS1,1,0.922,0.996322,19752,0,0.078437,0.994322,2823,1,6.9599
RNF4,1,0.922,0.996322,19753,0,0.078437,0.994322,2821,1,6.9599
TMPRSS6,1,0.922,0.996322,19754,0,0.078437,0.994322,2822,1,6.9599
ICK,2,0.98922,0.99926,21158,0,0.020407,0.972765,523,2,6.9562
GEMIN6,3,0.84021,0.996322,17964,0,0.046237,0.978399,870,2,6.956
KLHL9,3,0.26741,0.994862,5374,1,0.046237,0.978399,871,2,6.956
RAB11A,3,0.80737,0.996322,17276,1,0.046237,0.978399,867,2,6.956
STK38,3,0.93855,0.996692,20123,0,0.046237,0.978399,869,2,6.956
TGM7,3,0.95501,0.997574,20445,0,0.046237,0.978399,868,2,6.956
WDR81,3,0.99567,0.999463,21284,0,0.012207,0.970617,220,3,6.956
ZNF300,2,0.98945,0.99926,21160,0,0.019961,0.972765,514,2,6.9528
APIP,3,0.9791,0.998361,20954,0,0.047115,0.981813,882,3,6.9522
BIRC7,3,0.85272,0.996322,18230,0,0.047115,0.981813,881,2,6.9522
GPC4,3,0.99367,0.999457,21242,0,0.01759,0.972765,322,3,6.9522
PRDX6,3,0.98172,0.998829,21006,0,0.047115,0.981813,880,3,6.9522
SKIV2L2,1,0.92042,0.996322,19720,0,0.080068,0.994322,2865,1,6.9522
DDO,3,0.99942,0.999829,21360,0,0.0016736,0.956958,28,3,6.9483
AP5B1,3,0.79653,0.996322,17037,1,0.048871,0.98809,906,2,6.9445
ARSD,3,0.99927,0.999829,21357,0,0.0020877,0.956958,38,3,6.9445
CSAD,1,0.91884,0.996322,19674,0,0.081628,0.994322,2923,1,6.9445
NPY1R,3,0.83448,0.996322,17842,0,0.048871,0.98809,905,2,6.9445
NUDCD1,1,0.91884,0.996322,19673,0,0.081628,0.994322,2922,1,6.9445
PODXL2,3,0.44198,0.996322,8636,1,0.048871,0.98809,907,2,6.9445
ZNF92,2,0.99175,0.999377,21210,0,0.015688,0.972765,410,2,6.9421
ARPP21,3,0.86903,0.996322,18563,0,0.049773,0.988529,920,2,6.9406
DNAH2,1,0.91801,0.996322,19658,0,0.082428,0.994322,2943,1,6.9406
hsa-mir-3137,3,0.99944,0.999829,21361,0,0.0016138,0.956958,26,3,6.9406
hsa-mir-4257,1,0.91801,0.996322,19657,0,0.082428,0.994322,2944,1,6.9406
hsa-mir-4496,3,0.21901,0.987402,4289,1,0.049773,0.988529,919,2,6.9406
OR1K1,3,0.52134,0.996322,10093,1,0.049773,0.988529,918,2,6.9406
TXNDC5,1,0.91801,0.996322,19659,0,0.082428,0.994322,2945,1,6.9406
ZNF780B,3,0.69357,0.996322,14573,1,0.049773,0.988529,921,2,6.9406
hsa-mir-4263,4,0.93211,0.996322,19988,0,0.0081047,0.970617,113,3,6.9367
hsa-mir-4534,3,0.78824,0.996322,16844,1,0.050748,0.988529,933,2,6.9367
IDH3B,3,0.89063,0.996322,19061,0,0.050748,0.988529,932,2,6.9367
KRTAP9-6,1,0.91708,0.996322,19632,0,0.08332,0.994322,2973,1,6.9367
MCF2L,3,0.96074,0.997574,20550,0,0.050748,0.988529,934,2,6.9367
AMOT,3,0.64462,0.996322,13375,1,0.051828,0.988529,954,2,6.9328
CNN3,3,0.98983,0.99926,21166,0,0.027543,0.972765,503,3,6.9328
CSHL1,3,0.67719,0.996322,14144,1,0.051828,0.988529,953,2,6.9328
LAMA2,3,0.99735,0.999632,21316,0,0.0074241,0.970617,133,3,6.9328
LINS,3,0.86778,0.996322,18535,0,0.051828,0.988529,951,2,6.9328
MRGPRX4,3,0.94799,0.997574,20306,0,0.051828,0.988529,950,2,6.9328
SNPH,3,0.94485,0.997045,20251,0,0.051828,0.988529,952,2,6.9328
TBX22,3,0.52938,0.996322,10271,1,0.051828,0.988529,948,2,6.9328
TSKS,3,0.34798,0.996322,6960,1,0.051828,0.988529,949,2,6.9328
USP9X,3,0.66805,0.996322,13941,1,0.051828,0.988529,947,2,6.9328
ZRANB2,1,0.91612,0.996322,19608,0,0.084258,0.994322,3011,1,6.9328
C17orf80,1,0.91508,0.996322,19589,0,0.085294,0.994322,3041,1,6.9289
KMT2B,3,0.9676,0.997574,20723,0,0.05304,0.990448,976,2,6.9289
NUBP1,3,0.91849,0.996322,19677,0,0.05304,0.990448,975,2,6.9289
RPS26,1,0.91508,0.996322,19588,0,0.085294,0.994322,3042,1,6.9289
SMARCA5,3,0.98611,0.999165,21083,0,0.026903,0.972765,495,3,6.9289
USP51,3,0.98722,0.99926,21112,0,0.034114,0.972765,629,3,6.9289
hsa-mir-766,2,0.99028,0.99926,21176,0,0.018441,0.972765,483,2,6.9279
ARHGAP11A,2,0.99028,0.99926,21174,0,0.018441,0.972765,482,2,6.926
CCDC147,3,0.62261,0.996322,12822,1,0.054137,0.990448,1001,2,6.925
DHX35,3,0.959,0.997574,20523,0,0.054137,0.990448,1000,2,6.925
EGLN2,1,0.91411,0.996322,19564,0,0.086264,0.994322,3084,1,6.925
HSPA12A,1,0.91411,0.996322,19566,0,0.086264,0.994322,3080,1,6.925
IFIT5,3,0.98682,0.999165,21107,0,0.035113,0.972765,644,3,6.925
LOC100287534,1,0.91411,0.996322,19565,0,0.086264,0.994322,3079,1,6.925
RDH5,1,0.91411,0.996322,19569,0,0.086264,0.994322,3081,1,6.925
USP49,1,0.91411,0.996322,19567,0,0.086264,0.994322,3083,1,6.925
CCNB1IP1,3,0.98568,0.999165,21076,0,0.037898,0.972765,707,3,6.9211
DCUN1D3,3,0.89847,0.996322,19210,0,0.055186,0.993632,1015,2,6.9211
DPYD,1,0.91319,0.996322,19542,0,0.087162,0.994322,3110,1,6.9211
FAN1,3,0.96397,0.997574,20634,0,0.055186,0.993632,1016,2,6.9211
RIMBP3C,1,0.91319,0.996322,19543,0,0.087162,0.994322,3111,1,6.9211
ZFC3H1,3,0.98878,0.99926,21139,0,0.030211,0.972765,555,3,6.9211
ABCC6,1,0.91228,0.996322,19520,0,0.088033,0.994322,3146,1,6.9172
hsa-mir-627,3,0.99679,0.999632,21309,0,0.009015,0.970617,157,3,6.9172
MRPL21,3,0.91253,0.996322,19532,0,0.056183,0.994322,1034,2,6.9172
THNSL1,1,0.91228,0.996322,19518,0,0.088033,0.994322,3145,1,6.9172
TMEM241,3,0.76114,0.996322,16217,1,0.056183,0.994322,1036,2,6.9172
TRNAU1AP,3,0.71161,0.996322,15022,1,0.056183,0.994322,1035,2,6.9172
MBD3L2,3,0.1899,0.984333,3633,1,0.057257,0.994322,1047,2,6.9132
PRKRIP1,1,0.9113,0.996322,19494,0,0.089015,0.994322,3176,1,6.9132
RNF113A,1,0.9113,0.996322,19497,0,0.089015,0.994322,3175,1,6.9132
STT3B,1,0.9113,0.996322,19491,0,0.089015,0.994322,3173,1,6.9132
WDFY2,3,0.88483,0.996322,18919,0,0.057257,0.994322,1046,2,6.9132
ZNF710,3,0.90715,0.996322,19409,0,0.057257,0.994322,1045,2,6.9132
CDRT15,3,0.69005,0.996322,14483,1,0.0584,0.994322,1061,2,6.9093
CNOT4,3,0.10329,0.976462,1899,1,0.0584,0.994322,1058,2,6.9093
ERAP2,3,0.99783,0.999632,21332,0,0.0061339,0.970617,109,3,6.9093
LDHAL6A,3,0.71431,0.996322,15104,1,0.0584,0.994322,1059,2,6.9093
NDUFB8,3,0.66357,0.996322,13830,1,0.0584,0.994322,1060,2,6.9093
SCPEP1,1,0.91034,0.996322,19468,0,0.089969,0.994322,3204,1,6.9093
SLC7A8,3,0.19251,0.984333,3683,1,0.055907,0.994322,1027,2,6.9093
SOWAHB,3,0.98369,0.998901,21044,0,0.042859,0.972765,802,3,6.9093
UNC45A,1,0.91034,0.996322,19469,0,0.089969,0.994322,3205,1,6.9093
USP6,1,0.91034,0.996322,19470,0,0.089969,0.994322,3206,1,6.9093
SLC2A9,2,0.9908,0.99926,21185,0,0.017423,0.972765,463,2,6.9091
hsa-mir-513c,4,0.9999,0.999904,21371,0,0.00039401,0.892574,6,4,6.9072
CKM,3,0.99282,0.999457,21226,0,0.019753,0.972765,368,3,6.9053
KATNAL1,3,0.99039,0.99926,21178,0,0.026049,0.972765,478,3,6.9053
KRTAP9-7,3,0.63935,0.996322,13243,1,0.05944,0.994322,1079,2,6.9053
POLA2,1,0.90947,0.996322,19446,0,0.090872,0.994322,3233,1,6.9053
TRIL,3,0.87688,0.996322,18729,0,0.05944,0.994322,1080,2,6.9053
USP22,3,0.64972,0.996322,13506,1,0.049898,0.988529,924,2,6.9053
HTN1,1,0.90849,0.996322,19430,0,0.091859,0.994322,3273,1,6.9013
KIAA0196,3,0.9789,0.998361,20950,0,0.054451,0.990448,1005,3,6.9013
LCP2,3,0.45701,0.996322,8886,1,0.060613,0.994322,1105,2,6.9013
NLGN1,1,0.90849,0.996322,19427,0,0.091859,0.994322,3272,1,6.9013
OLFM1,3,0.69807,0.996322,14676,1,0.060613,0.994322,1104,2,6.9013
VPS13C,3,0.94624,0.997216,20277,0,0.060613,0.994322,1103,2,6.9013
ZNF331,2,0.99117,0.99926,21196,0,0.016755,0.972765,441,2,6.9013
DTNB,2,0.97555,0.998121,20879,0,0.045284,0.972765,1144,2,6.9005
hsa-mir-6810,4,0.62397,0.996322,11543,1,0.014579,0.972765,200,3,6.9005
C6orf25,1,0.90751,0.996322,19408,0,0.09285,0.994322,3298,1,6.8973
FAM129A,3,0.47345,0.996322,9192,1,0.061807,0.994322,1125,2,6.8973
IFNAR2,3,0.70952,0.996322,14965,1,0.061807,0.994322,1124,2,6.8973
MZT1,3,0.42216,0.996322,8285,1,0.030508,0.972765,564,2,6.8973
PLK5,1,0.90751,0.996322,19407,0,0.09285,0.994322,3299,1,6.8973
TSPAN14,3,0.90576,0.996322,19366,0,0.061807,0.994322,1126,2,6.8973
AIMP2,3,0.56234,0.996322,11090,1,0.063089,0.994322,1148,2,6.8933
ERRFI1,1,0.90644,0.996322,19378,0,0.093911,0.994322,3336,1,6.8933
FCHSD1,1,0.90644,0.996322,19375,0,0.093911,0.994322,3337,1,6.8933
KLF9,1,0.90644,0.996322,19379,0,0.093911,0.994322,3339,1,6.8933
KRTAP10-6,1,0.90644,0.996322,19380,0,0.093911,0.994322,3340,1,6.8933
PKDCC,3,0.65398,0.996322,13602,1,0.063089,0.994322,1149,2,6.8933
RNH1,1,0.90644,0.996322,19376,0,0.093911,0.994322,3338,1,6.8933
SUPT4H1,3,0.99114,0.99926,21193,0,0.024045,0.972765,448,3,6.8933
ARL14,2,0.98871,0.99926,21141,0,0.021361,0.972765,548,2,6.8906
VAV3,2,0.98367,0.998901,21042,0,0.030601,0.972765,804,2,6.8901
C7orf72,3,0.99909,0.999829,21352,0,0.0025839,0.956958,48,3,6.8893
CELF5,3,0.41351,0.996322,8106,1,0.06436,0.994322,1165,2,6.8893
DDX10,3,0.60655,0.996322,12372,1,0.06436,0.994322,1169,2,6.8893
EFCAB4A,1,0.90542,0.996322,19344,0,0.094968,0.994322,3375,1,6.8893
MICA,3,0.93974,0.996692,20143,0,0.06436,0.994322,1166,2,6.8893
PCYT1B,3,0.56469,0.996322,11165,1,0.06436,0.994322,1168,2,6.8893
RPL7,1,0.90542,0.996322,19347,0,0.094968,0.994322,3378,1,6.8893
SCRT1,3,0.81471,0.996322,17419,0,0.06436,0.994322,1167,2,6.8893
UBAP2,2,0.98786,0.99926,21123,0,0.022962,0.972765,600,2,6.8861
CLCNKA,1,0.90447,0.996322,19333,0,0.095905,0.994322,3414,1,6.8853
CREB3L3,3,0.99213,0.999457,21213,0,0.021521,0.972765,396,3,6.8853
MED31,3,0.99072,0.99926,21182,0,0.02519,0.972765,469,3,6.8853
NETO2,3,0.64686,0.996322,13432,1,0.062463,0.994322,1141,2,6.8853
C11orf82,3,0.62766,0.996322,12943,1,0.066541,0.994322,1204,2,6.8813
CENPE,3,0.53599,0.996322,10395,1,0.066541,0.994322,1205,2,6.8813
hsa-mir-377,3,0.79955,0.996322,17113,1,0.066541,0.994322,1206,2,6.8813
PFDN5,3,0.9276,0.996322,19888,0,0.041448,0.972765,778,2,6.8813
PSMB3,1,0.90364,0.996322,19316,0,0.096764,0.994322,3438,1,6.8813
ZDHHC7,3,0.9974,0.999632,21318,0,0.0072648,0.970617,130,3,6.8813
B4GALT1,3,0.64252,0.996322,13327,1,0.067607,0.994322,1227,2,6.8772
CPA1,3,0.61054,0.996322,12498,1,0.067607,0.994322,1226,2,6.8772
DSCR6,3,0.68932,0.996322,14463,1,0.067607,0.994322,1225,2,6.8772
hsa-mir-320c-2,3,0.70859,0.996322,14938,1,0.067607,0.994322,1224,2,6.8772
CBX4,3,0.77563,0.996322,16548,1,0.068906,0.994322,1247,2,6.8732
EFHC1,3,0.79895,0.996322,17099,1,0.068906,0.994322,1253,2,6.8732
FAM227A,3,0.99237,0.999457,21217,0,0.020908,0.972765,388,3,6.8732
FRAT1,3,0.97843,0.998361,20943,0,0.055533,0.994322,1019,3,6.8732
LILRA2,3,0.96479,0.997574,20654,0,0.068906,0.994322,1252,2,6.8732
LTB4R2,3,0.56234,0.996322,11083,1,0.068906,0.994322,1250,2,6.8732
PCDHB10,3,0.66563,0.996322,13883,1,0.068906,0.994322,1251,2,6.8732
PPAP2A,3,0.85625,0.996322,18306,0,0.068906,0.994322,1254,2,6.8732
SETD4,3,0.98514,0.999165,21065,0,0.039306,0.972765,742,3,6.8732
SGK223,1,0.90176,0.996322,19283,0,0.098668,0.994322,3487,1,6.8732
SIX3,3,0.59584,0.996322,12073,1,0.068906,0.994322,1248,2,6.8732
SSH3,3,0.99888,0.999829,21349,0,0.0031894,0.956958,58,3,6.8732
TMEM174,3,0.84912,0.996322,18146,0,0.068906,0.994322,1249,2,6.8732
NELFB,2,0.98675,0.999165,21105,0,0.025026,0.972765,646,2,6.8698
BEND3,3,0.96544,0.997574,20676,0,0.070246,0.994322,1270,2,6.8691
HECTD1,1,0.90066,0.996322,19257,0,0.099786,0.994322,3523,1,6.8691
PAK6,3,0.95686,0.997574,20479,0,0.066831,0.994322,1209,2,6.8691
PCYOX1L,1,0.90066,0.996322,19256,0,0.099786,0.994322,3522,1,6.8691
ZNF654,3,0.65723,0.996322,13674,1,0.070246,0.994322,1269,2,6.8691
CSN3,3,0.69431,0.996322,14584,1,0.018636,0.972765,343,2,6.865
PCDHB8,3,0.99678,0.999632,21308,0,0.0090822,0.970617,159,3,6.865
PPP1R3E,3,0.91004,0.996322,19472,0,0.071437,0.994322,1288,2,6.865
WDR46,3,0.96765,0.997574,20725,0,0.071437,0.994322,1287,2,6.865
DEFB105B,1,0.89867,0.996322,19203,0,0.10174,0.994322,3562,1,6.861
FKBP9,3,0.8873,0.996322,18978,0,0.072741,0.994322,1312,2,6.861
ME3,3,0.79922,0.996322,17106,1,0.072741,0.994322,1310,2,6.861
RPL34,3,0.51728,0.996322,10027,1,0.072741,0.994322,1311,2,6.861
ZNF296,1,0.89867,0.996322,19204,0,0.10174,0.994322,3563,1,6.861
ELOVL1,2,0.98828,0.99926,21132,0,0.022147,0.972765,578,2,6.8607
BBS9,1,0.89756,0.996322,19193,0,0.10281,0.994322,3601,1,6.8568
C2CD2,3,0.73479,0.996322,15586,1,0.074141,0.994322,1328,2,6.8568
CD4,3,0.98665,0.999165,21100,0,0.035565,0.972765,659,3,6.8568
CTR9,3,0.86914,0.996322,18565,0,0.074141,0.994322,1329,2,6.8568
ZDHHC11,3,0.72169,0.996322,15284,1,0.074141,0.994322,1327,2,6.8568
COA6,2,0.98249,0.998901,21018,0,0.032663,0.972765,862,2,6.8565
CADM2,3,0.99609,0.999471,21298,0,0.011018,0.970617,193,3,6.8527
CCDC114,3,0.59044,0.996322,11893,1,0.075554,0.994322,1354,2,6.8527
CNTN6,1,0.89643,0.996322,19161,0,0.10389,0.994322,3631,1,6.8527
MDM1,2,0.98895,0.99926,21151,0,0.020904,0.972765,533,2,6.8527
